55.23,0,1380021,20.27,2021-05-25,1007.14,23:25:47.099501
51.78,1,8329449,20.55,2021-05-25,1006.52,23:25:50.449237
57.86,3,853504,19.07,2021-05-25,1006.97,23:25:57.023135
57.02,4,12586787,20.37,2021-05-25,1006.83,23:26:00.358418
50.77,5,10795570,20.42,2021-05-25,1006.17,23:26:03.700800
