12946861,24.47,65.73,0,1001.56,20:53:12.560959,2021-05-26
3096477,25.05,61.33,1,1001.12,20:53:13.278096,2021-05-26
2881721,24.34,65.34,2,1001.62,20:53:13.998595,2021-05-26
3711912,24.67,65.80,3,1001.56,20:53:14.708095,2021-05-26
12586787,24.63,67.79,4,1001.20,20:53:15.436375,2021-05-26
6243448,24.63,61.31,5,1000.73,20:53:16.153470,2021-05-26
12946861,24.47,65.71,0,1001.54,20:53:17.757387,2021-05-26
3092903,25.05,61.34,1,1001.12,20:53:18.276158,2021-05-26
2875537,24.34,65.32,2,1001.57,20:53:18.794160,2021-05-26
3735192,24.67,65.80,3,1001.58,20:53:19.312807,2021-05-26
12586787,24.64,67.77,4,1001.20,20:53:19.832512,2021-05-26
6232559,24.63,61.30,5,1000.74,20:53:20.351183,2021-05-26
12946861,24.48,65.72,0,1001.55,20:53:20.871949,2021-05-26
3092903,25.05,61.35,1,1001.14,20:53:21.390568,2021-05-26
2881721,24.35,65.31,2,1001.56,20:53:21.907845,2021-05-26
3737797,24.68,65.80,3,1001.54,20:53:22.425110,2021-05-26
12586787,24.65,67.75,4,1001.20,20:53:22.943929,2021-05-26
6247087,24.64,61.29,5,1000.72,20:53:23.462725,2021-05-26
12946861,24.48,65.69,0,1001.55,20:53:23.984199,2021-05-26
3089338,25.06,61.34,1,1001.14,20:53:24.502796,2021-05-26
2903576,24.35,65.31,2,1001.60,20:53:25.019831,2021-05-26
3722223,24.69,65.81,3,1001.55,20:53:25.537155,2021-05-26
12586787,24.67,67.73,4,1001.22,20:53:26.055961,2021-05-26
6239814,24.65,61.26,5,1000.74,20:53:26.574853,2021-05-26
12946861,24.51,65.64,0,1001.57,20:53:27.096161,2021-05-26
3100058,25.08,61.35,1,1001.10,20:53:27.615050,2021-05-26
2887932,24.37,65.31,2,1001.56,20:53:28.131970,2021-05-26
3729994,24.70,65.80,3,1001.57,20:53:28.648932,2021-05-26
12586787,24.70,67.74,4,1001.18,20:53:29.167806,2021-05-26
6258027,24.66,61.28,5,1000.73,20:53:29.686716,2021-05-26
12946861,24.54,65.62,0,1001.57,20:53:30.207911,2021-05-26
3096477,25.09,61.38,1,1001.11,20:53:30.727250,2021-05-26
2884823,24.38,65.29,2,1001.56,20:53:31.244736,2021-05-26
3732591,24.71,65.78,3,1001.54,20:53:31.761912,2021-05-26
12586787,24.72,67.69,4,1001.19,20:53:32.281265,2021-05-26
6258027,24.66,61.27,5,1000.73,20:53:32.799245,2021-05-26
12946861,24.56,65.61,0,1001.59,20:53:34.378073,2021-05-26
3092903,25.11,61.42,1,1001.12,20:53:34.897358,2021-05-26
2894169,24.39,65.29,2,1001.56,20:53:35.414920,2021-05-26
3748252,24.72,65.77,3,1001.54,20:53:35.932034,2021-05-26
12586787,24.72,67.64,4,1001.18,20:53:36.451057,2021-05-26
6247087,24.68,61.28,5,1000.72,20:53:36.970282,2021-05-26
12946861,24.57,65.56,0,1001.53,20:53:37.495475,2021-05-26
3094689,25.11,61.38,1,1001.10,20:53:38.014595,2021-05-26
2897298,24.40,65.28,2,1001.57,20:53:38.531957,2021-05-26
3748252,24.73,65.75,3,1001.54,20:53:39.049217,2021-05-26
12586787,24.73,67.61,4,1001.20,20:53:39.568592,2021-05-26
6261683,24.68,61.26,5,1000.69,20:53:40.087371,2021-05-26
12946861,24.58,65.54,0,1001.56,20:53:40.612740,2021-05-26
3092903,25.12,61.37,1,1001.12,20:53:41.131377,2021-05-26
2894169,24.41,65.24,2,1001.55,20:53:41.648511,2021-05-26
3748252,24.73,65.71,3,1001.55,20:53:42.165525,2021-05-26
12586787,24.73,67.55,4,1001.16,20:53:42.684458,2021-05-26
6258027,24.69,61.25,5,1000.75,20:53:43.203086,2021-05-26
12946861,24.58,65.50,0,1001.57,20:53:43.724431,2021-05-26
3087558,25.12,61.33,1,1001.10,20:53:44.242231,2021-05-26
2894169,24.40,65.21,2,1001.56,20:53:44.759226,2021-05-26
3750875,24.73,65.69,3,1001.53,20:53:45.276326,2021-05-26
12586787,24.73,67.52,4,1001.19,20:53:45.797595,2021-05-26
6272675,24.69,61.23,5,1000.71,20:53:46.316944,2021-05-26
12946861,24.58,65.46,0,1001.56,20:53:46.838850,2021-05-26
3096477,25.12,61.31,1,1001.12,20:53:47.356334,2021-05-26
