0,65.11,2021-05-26,12946861,20:56:11.566804,1001.63,24.37
1,60.70,2021-05-26,3127188,20:56:12.282189,1001.17,25.16
2,64.66,2021-05-26,3035108,20:56:13.002447,1001.61,24.31
3,65.21,2021-05-26,3944077,20:56:13.717782,1001.59,24.64
4,67.17,2021-05-26,12586787,20:56:14.423465,1001.25,24.54
5,60.60,2021-05-26,6430714,20:56:15.152588,1000.82,24.61
0,65.19,2021-05-26,12946861,20:56:16.232712,1001.65,24.34
1,60.68,2021-05-26,3123544,20:56:16.751285,1001.19,25.12
2,64.66,2021-05-26,3029961,20:56:17.269148,1001.64,24.30
3,65.24,2021-05-26,3964498,20:56:17.786380,1001.64,24.63
4,67.15,2021-05-26,12586787,20:56:18.304706,1001.26,24.53
5,60.54,2021-05-26,6423008,20:56:18.825065,1000.80,24.58
0,65.17,2021-05-26,12946861,20:56:19.346849,1001.65,24.34
1,60.67,2021-05-26,3129014,20:56:19.865698,1001.17,25.11
2,64.63,2021-05-26,3036828,20:56:20.383220,1001.65,24.27
3,65.26,2021-05-26,3964498,20:56:20.901023,1001.60,24.61
4,67.12,2021-05-26,12586787,20:56:21.419296,1001.27,24.53
5,60.53,2021-05-26,6450061,20:56:21.937404,1000.74,24.57
0,65.14,2021-05-26,12946861,20:56:22.458639,1001.65,24.34
1,60.62,2021-05-26,3130842,20:56:22.977590,1001.19,25.08
2,64.60,2021-05-26,3061108,20:56:23.494834,1001.65,24.25
3,65.23,2021-05-26,3979214,20:56:24.013182,1001.60,24.60
4,67.12,2021-05-26,12586787,20:56:24.531347,1001.26,24.53
5,60.53,2021-05-26,6438439,20:56:25.051014,1000.76,24.54
0,65.15,2021-05-26,12946861,20:56:25.572030,1001.67,24.31
1,60.59,2021-05-26,3140012,20:56:26.090130,1001.19,25.06
2,64.64,2021-05-26,3054132,20:56:26.607321,1001.63,24.22
3,65.24,2021-05-26,3973314,20:56:27.124935,1001.59,24.58
4,67.15,2021-05-26,12586787,20:56:27.643285,1001.27,24.49
5,60.59,2021-05-26,6453944,20:56:28.161857,1000.78,24.54
0,65.19,2021-05-26,12946861,20:56:28.682544,1001.62,24.28
1,60.56,2021-05-26,3132671,20:56:29.201396,1001.18,25.03
2,64.70,2021-05-26,3068117,20:56:29.718987,1001.61,24.21
3,65.23,2021-05-26,3985131,20:56:30.236238,1001.65,24.57
4,67.18,2021-05-26,12586787,20:56:30.755577,1001.28,24.47
5,60.64,2021-05-26,6453944,20:56:31.274731,1000.78,24.53
0,65.24,2021-05-26,12946861,20:56:32.271344,1001.61,24.26
1,60.55,2021-05-26,3136338,20:56:32.790098,1001.18,25.03
2,64.75,2021-05-26,3059361,20:56:33.307322,1001.60,24.19
3,65.25,2021-05-26,3988096,20:56:33.824974,1001.59,24.54
4,67.25,2021-05-26,12586787,20:56:34.343211,1001.27,24.43
5,60.67,2021-05-26,6477342,20:56:34.861972,1000.76,24.52
0,65.30,2021-05-26,12946861,20:56:35.382928,1001.59,24.25
1,60.53,2021-05-26,3141853,20:56:35.901293,1001.19,25.00
2,64.80,2021-05-26,3071634,20:56:36.418795,1001.62,24.17
3,65.28,2021-05-26,4014982,20:56:36.936099,1001.58,24.53
4,67.33,2021-05-26,12586787,20:56:37.458096,1001.21,24.41
5,60.71,2021-05-26,6469524,20:56:37.976945,1000.78,24.51
0,65.36,2021-05-26,12946861,20:56:38.498985,1001.63,24.24
1,60.56,2021-05-26,3140012,20:56:39.018674,1001.17,24.98
2,64.88,2021-05-26,3068117,20:56:39.536010,1001.62,24.16
3,65.31,2021-05-26,4008976,20:56:40.053543,1001.62,24.51
4,67.39,2021-05-26,12586787,20:56:40.573622,1001.24,24.40
5,60.76,2021-05-26,6461724,20:56:41.091992,1000.79,24.50
0,65.39,2021-05-26,12946861,20:56:41.613548,1001.63,24.22
1,60.61,2021-05-26,3141853,20:56:42.132092,1001.16,24.98
2,64.91,2021-05-26,3075158,20:56:42.649378,1001.62,24.16
3,65.35,2021-05-26,4014982,20:56:43.166666,1001.61,24.51
4,67.44,2021-05-26,12586787,20:56:43.685604,1001.24,24.40
5,60.77,2021-05-26,6489105,20:56:44.204778,1000.78,24.49
0,65.44,2021-05-26,12946861,20:56:44.725481,1001.64,24.23
1,60.66,2021-05-26,3145540,20:56:45.243660,1001.16,24.98
2,64.95,2021-05-26,3080460,20:56:45.761443,1001.61,24.15
3,65.37,2021-05-26,4011977,20:56:46.278698,1001.59,24.49
4,67.49,2021-05-26,12586787,20:56:46.798372,1001.24,24.40
5,60.84,2021-05-26,6489105,20:56:47.318221,1000.76,24.48
0,65.47,2021-05-26,12946861,20:56:47.839744,1001.64,24.24
1,60.67,2021-05-26,3140012,20:56:48.358856,1001.12,24.97
2,64.98,2021-05-26,3080460,20:56:48.876193,1001.62,24.14
3,65.42,2021-05-26,4014982,20:56:49.393611,1001.59,24.49
4,67.51,2021-05-26,12586787,20:56:49.912249,1001.26,24.41
5,60.86,2021-05-26,6485179,20:56:50.431024,1000.83,24.48
0,65.49,2021-05-26,12946861,20:56:51.454723,1001.65,24.26
1,60.69,2021-05-26,3149237,20:56:51.974536,1001.15,24.97
2,65.04,2021-05-26,3078691,20:56:52.491910,1001.61,24.14
3,65.53,2021-05-26,4017992,20:56:53.009073,1001.61,24.50
4,67.57,2021-05-26,12586787,20:56:53.528693,1001.27,24.44
5,60.92,2021-05-26,6500910,20:56:54.048265,1000.80,24.48
0,65.52,2021-05-26,12946861,20:56:54.568989,1001.63,24.27
1,60.71,2021-05-26,3147387,20:56:55.087828,1001.16,24.99
2,65.09,2021-05-26,3076924,20:56:55.605243,1001.61,24.15
3,65.59,2021-05-26,4021006,20:56:56.122761,1001.60,24.50
4,67.58,2021-05-26,12586787,20:56:56.642059,1001.23,24.44
5,60.94,2021-05-26,6496970,20:56:57.160855,1000.81,24.48
0,65.50,2021-05-26,12946861,20:56:57.682069,1001.62,24.27
1,60.73,2021-05-26,3145540,20:56:58.200883,1001.16,24.99
2,65.07,2021-05-26,3087558,20:56:58.718146,1001.62,24.15
3,65.60,2021-05-26,4036145,20:56:59.235468,1001.62,24.51
4,67.56,2021-05-26,12586787,20:56:59.753671,1001.27,24.44
5,60.95,2021-05-26,6504855,20:57:00.272086,1000.85,24.47
0,65.50,2021-05-26,12946861,20:57:00.792774,1001.66,24.28
1,60.73,2021-05-26,3141853,20:57:01.311144,1001.18,24.99
2,65.11,2021-05-26,3098266,20:57:01.828357,1001.64,24.16
3,65.60,2021-05-26,4030076,20:57:02.345632,1001.59,24.51
4,67.57,2021-05-26,12586787,20:57:02.863656,1001.25,24.46
5,60.99,2021-05-26,6504855,20:57:03.382088,1000.82,24.48
0,65.53,2021-05-26,12946861,20:57:03.903444,1001.64,24.30
1,60.77,2021-05-26,3136338,20:57:04.421956,1001.16,25.00
2,65.15,2021-05-26,3092903,20:57:04.939090,1001.63,24.16
3,65.63,2021-05-26,4042233,20:57:05.456357,1001.62,24.52
4,67.61,2021-05-26,12586787,20:57:05.975527,1001.27,24.48
5,61.02,2021-05-26,6496970,20:57:06.494099,1000.81,24.49
0,65.53,2021-05-26,12946861,20:57:07.015010,1001.67,24.31
1,60.78,2021-05-26,3147387,20:57:07.532979,1001.17,24.99
2,65.14,2021-05-26,3087558,20:57:08.050630,1001.67,24.17
3,65.59,2021-05-26,4045284,20:57:08.568632,1001.60,24.53
4,67.55,2021-05-26,12586787,20:57:09.088114,1001.27,24.49
5,61.02,2021-05-26,6520682,20:57:09.606734,1000.82,24.49
0,65.50,2021-05-26,12946861,20:57:10.636428,1001.67,24.32
1,60.81,2021-05-26,3138174,20:57:11.154844,1001.19,24.99
2,65.11,2021-05-26,3092903,20:57:11.672306,1001.68,24.18
3,65.58,2021-05-26,4045284,20:57:12.190406,1001.64,24.53
4,67.51,2021-05-26,12586787,20:57:12.709268,1001.29,24.50
5,61.03,2021-05-26,6512759,20:57:13.228090,1000.86,24.49
0,65.49,2021-05-26,12946861,20:57:13.749316,1001.67,24.32
1,60.80,2021-05-26,3140012,20:57:14.267453,1001.20,24.99
2,65.10,2021-05-26,3114469,20:57:14.785038,1001.68,24.18
3,65.56,2021-05-26,4051399,20:57:15.302457,1001.63,24.54
4,67.48,2021-05-26,12586787,20:57:15.821501,1001.28,24.51
5,61.00,2021-05-26,6508804,20:57:16.340215,1000.83,24.49
0,65.43,2021-05-26,12946861,20:57:16.860691,1001.69,24.32
1,60.79,2021-05-26,3140012,20:57:17.378836,1001.19,24.99
