5,24.85,61.04,1000.69,20:49:47.119235,2021-05-26,6002240
0,24.74,65.30,1001.50,20:49:47.646028,2021-05-26,11526882
1,25.22,60.86,1001.05,20:49:48.165403,2021-05-26,3057616
2,24.55,64.98,1001.51,20:49:48.682876,2021-05-26,2682683
3,24.95,65.41,1001.50,20:49:49.200894,2021-05-26,3411840
4,24.89,67.25,1001.12,20:49:49.720381,2021-05-26,12586787
5,24.83,61.03,1000.67,20:49:50.240198,2021-05-26,6008969
0,24.72,65.27,1001.49,20:49:50.762807,2021-05-26,11601732
1,25.22,60.86,1001.05,20:49:51.282988,2021-05-26,3038549
2,24.53,64.94,1001.50,20:49:51.800673,2021-05-26,2690764
3,24.93,65.38,1001.47,20:49:52.318430,2021-05-26,3414013
4,24.86,67.23,1001.12,20:49:52.838530,2021-05-26,12586787
5,24.82,60.99,1000.65,20:49:53.358706,2021-05-26,6002240
0,24.66,65.23,1001.49,20:49:53.880646,2021-05-26,11664854
1,25.21,60.88,1001.04,20:49:54.408854,2021-05-26,3055873
2,24.50,64.90,1001.50,20:49:54.926672,2021-05-26,2698893
3,24.92,65.34,1001.51,20:49:55.445124,2021-05-26,3420549
4,24.85,67.20,1001.08,20:49:55.966752,2021-05-26,12586787
5,24.78,60.98,1000.67,20:49:56.486496,2021-05-26,6015713
0,24.61,65.25,1001.51,20:49:57.009710,2021-05-26,11715848
1,25.17,60.87,1001.05,20:49:57.533394,2021-05-26,3062858
2,24.46,64.92,1001.51,20:49:58.053451,2021-05-26,2696178
3,24.90,65.33,1001.48,20:49:58.571317,2021-05-26,3440309
4,24.81,67.19,1001.15,20:49:59.091187,2021-05-26,12586787
5,24.76,60.98,1000.67,20:49:59.610414,2021-05-26,6029247
0,24.54,65.28,1001.51,20:50:01.212582,2021-05-26,11871540
1,25.16,60.87,1001.03,20:50:01.732428,2021-05-26,3054132
2,24.41,64.91,1001.52,20:50:02.250712,2021-05-26,2723578
3,24.85,65.26,1001.48,20:50:02.768496,2021-05-26,3446946
4,24.71,67.19,1001.12,20:50:03.288548,2021-05-26,12586787
5,24.70,60.96,1000.64,20:50:03.808543,2021-05-26,6036037
0,24.48,65.33,1001.48,20:50:04.330346,2021-05-26,11897892
1,25.14,60.88,1001.04,20:50:04.849860,2021-05-26,3059361
2,24.37,64.94,1001.49,20:50:05.367451,2021-05-26,2720813
3,24.83,65.28,1001.48,20:50:05.885079,2021-05-26,3453609
4,24.67,67.25,1001.11,20:50:06.405263,2021-05-26,12586787
5,24.66,60.96,1000.65,20:50:06.925022,2021-05-26,6059921
0,24.47,65.38,1001.49,20:50:07.445437,2021-05-26,11858408
1,25.13,60.92,1001.02,20:50:07.965524,2021-05-26,3062858
2,24.34,64.98,1001.51,20:50:08.483919,2021-05-26,2723578
3,24.80,65.37,1001.50,20:50:09.002132,2021-05-26,3458065
4,24.66,67.32,1001.14,20:50:09.521890,2021-05-26,12586787
5,24.63,61.03,1000.68,20:50:10.042356,2021-05-26,6049662
0,24.47,65.48,1001.47,20:50:10.565834,2021-05-26,11858408
1,25.13,61.02,1001.04,20:50:11.085857,2021-05-26,3059361
2,24.33,65.09,1001.49,20:50:11.604831,2021-05-26,2731907
3,24.79,65.44,1001.50,20:50:12.122621,2021-05-26,3462533
4,24.65,67.45,1001.14,20:50:12.642105,2021-05-26,12586787
5,24.63,61.13,1000.67,20:50:13.162250,2021-05-26,6070216
0,24.46,65.57,1001.49,20:50:13.684663,2021-05-26,11977654
1,25.13,61.11,1001.02,20:50:14.203964,2021-05-26,3075158
2,24.32,65.28,1001.50,20:50:14.721736,2021-05-26,2731907
3,24.78,65.53,1001.46,20:50:15.238073,2021-05-26,3460297
4,24.64,67.61,1001.13,20:50:15.757356,2021-05-26,12586787
5,24.63,61.23,1000.67,20:50:16.277430,2021-05-26,6070216
0,24.46,65.69,1001.47,20:50:16.800199,2021-05-26,12017938
1,25.13,61.20,1001.08,20:50:17.319843,2021-05-26,3066362
2,24.32,65.37,1001.50,20:50:17.837571,2021-05-26,2734694
3,24.78,65.59,1001.45,20:50:18.355104,2021-05-26,3476006
4,24.64,67.73,1001.12,20:50:18.874716,2021-05-26,12586787
5,24.64,61.33,1000.66,20:50:19.395191,2021-05-26,6070216
0,24.48,65.79,1001.49,20:50:20.987100,2021-05-26,12031426
1,25.12,61.30,1001.03,20:50:21.507166,2021-05-26,3069874
2,24.32,65.46,1001.47,20:50:22.025067,2021-05-26,2740287
3,24.77,65.64,1001.45,20:50:22.542821,2021-05-26,3478261
4,24.65,67.80,1001.16,20:50:23.062502,2021-05-26,12586787
5,24.64,61.40,1000.66,20:50:23.581939,2021-05-26,6066780
0,24.49,65.80,1001.52,20:50:24.104677,2021-05-26,12058493
1,25.12,61.31,1001.03,20:50:24.622375,2021-05-26,3073395
2,24.34,65.49,1001.47,20:50:25.140112,2021-05-26,2737488
3,24.77,65.70,1001.48,20:50:25.657911,2021-05-26,3485046
4,24.68,67.84,1001.11,20:50:26.177907,2021-05-26,12586787
5,24.65,61.41,1000.66,20:50:26.699858,2021-05-26,6073655
0,24.52,65.81,1001.49,20:50:27.222450,2021-05-26,12195678
1,25.13,61.32,1001.04,20:50:27.742218,2021-05-26,3052392
2,24.35,65.50,1001.51,20:50:28.259933,2021-05-26,2754368
3,24.78,65.71,1001.46,20:50:28.777445,2021-05-26,3487313
4,24.69,67.84,1001.12,20:50:29.297173,2021-05-26,12586787
5,24.66,61.43,1000.65,20:50:29.816895,2021-05-26,6073655
0,24.53,65.79,1001.50,20:50:30.339188,2021-05-26,12112995
1,25.13,61.34,1001.03,20:50:30.859126,2021-05-26,3054132
2,24.35,65.49,1001.49,20:50:31.376506,2021-05-26,2743092
3,24.78,65.71,1001.49,20:50:31.894747,2021-05-26,3491857
4,24.71,67.84,1001.13,20:50:32.414452,2021-05-26,12586787
5,24.67,61.44,1000.66,20:50:32.933854,2021-05-26,6087451
