0,24.67,65.61,1001.52,20:49:19.521464,2021-05-26,11296102
1,25.32,60.87,1001.01,20:49:20.246673,2021-05-26,3043726
2,24.53,65.14,1001.52,20:49:20.963216,2021-05-26,2666667
3,24.92,65.48,1001.47,20:49:21.680782,2021-05-26,3381704
4,24.88,67.56,1001.08,20:49:22.404883,2021-05-26,12586787
5,24.82,61.16,1000.66,20:49:23.126321,2021-05-26,5948946
0,24.73,65.54,1001.50,20:49:24.756086,2021-05-26,11319958
1,25.32,60.88,1001.01,20:49:25.275369,2021-05-26,3038549
2,24.55,65.12,1001.47,20:49:25.792881,2021-05-26,2669323
3,24.93,65.45,1001.48,20:49:26.310923,2021-05-26,3379572
4,24.92,67.50,1001.07,20:49:26.830683,2021-05-26,12586787
5,24.84,61.14,1000.65,20:49:27.350158,2021-05-26,5988827
0,24.75,65.48,1001.49,20:49:27.876460,2021-05-26,11284211
1,25.32,60.88,1001.03,20:49:28.396495,2021-05-26,3038549
2,24.56,65.09,1001.47,20:49:28.914925,2021-05-26,2671985
3,24.94,65.45,1001.45,20:49:29.432728,2021-05-26,3383839
4,24.93,67.43,1001.05,20:49:29.951180,2021-05-26,12586787
5,24.85,61.15,1000.66,20:49:30.470517,2021-05-26,5975474
0,24.76,65.44,1001.48,20:49:30.992244,2021-05-26,11343916
1,25.33,60.88,1001.00,20:49:31.512143,2021-05-26,3047186
2,24.56,65.09,1001.45,20:49:32.029997,2021-05-26,2682683
3,24.94,65.42,1001.43,20:49:32.549043,2021-05-26,3401016
4,24.94,67.39,1001.08,20:49:33.068923,2021-05-26,12586787
5,24.85,61.12,1000.68,20:49:33.589506,2021-05-26,5988827
0,24.77,65.39,1001.46,20:49:34.114300,2021-05-26,11367975
1,25.32,60.88,1000.99,20:49:34.635134,2021-05-26,3045455
2,24.57,65.07,1001.46,20:49:35.154856,2021-05-26,2677323
3,24.95,65.41,1001.45,20:49:35.675019,2021-05-26,3383839
4,24.94,67.38,1001.10,20:49:36.193489,2021-05-26,12586787
5,24.86,61.10,1000.66,20:49:36.713722,2021-05-26,5988827
0,24.76,65.34,1001.47,20:49:37.238301,2021-05-26,11367975
1,25.30,60.86,1001.05,20:49:37.757838,2021-05-26,3047186
2,24.58,65.06,1001.47,20:49:38.275458,2021-05-26,2680001
3,24.95,65.41,1001.46,20:49:38.793218,2021-05-26,3396705
4,24.94,67.34,1001.08,20:49:39.312859,2021-05-26,12586787
5,24.86,61.10,1000.67,20:49:39.832182,2021-05-26,5982143
0,24.75,65.32,1001.52,20:49:41.406546,2021-05-26,11404256
1,25.26,60.84,1001.05,20:49:41.926664,2021-05-26,3043726
2,24.57,65.02,1001.49,20:49:42.444787,2021-05-26,2690764
3,24.95,65.42,1001.45,20:49:42.962543,2021-05-26,3398859
4,24.91,67.29,1001.08,20:49:43.482173,2021-05-26,12586787
5,24.85,61.06,1000.68,20:49:44.001792,2021-05-26,5995526
0,24.74,65.31,1001.51,20:49:44.523718,2021-05-26,11564186
1,25.23,60.86,1001.05,20:49:45.043505,2021-05-26,3054132
2,24.56,64.99,1001.48,20:49:45.561769,2021-05-26,2693468
3,24.94,65.40,1001.48,20:49:46.080327,2021-05-26,3401016
4,24.91,67.27,1001.10,20:49:46.599802,2021-05-26,12586787
