1001.72,0,20:58:55.939018,12946861,65.21,24.34,2021-05-26
1001.25,1,20:58:56.661307,3160378,60.62,25.04,2021-05-26
1001.72,2,20:58:57.379533,3169723,64.90,24.18,2021-05-26
1001.70,3,20:58:58.090915,4184232,65.22,24.58,2021-05-26
1001.35,4,20:58:58.822248,12586787,67.31,24.47,2021-05-26
1000.89,5,20:58:59.544136,6613202,60.90,24.48,2021-05-26
1001.72,0,20:59:01.174249,12946861,65.18,24.33,2021-05-26
1001.25,1,20:59:01.693247,3165978,60.57,25.04,2021-05-26
1001.71,2,20:59:02.214287,3177238,64.86,24.19,2021-05-26
1001.70,3,20:59:02.731792,4177709,65.22,24.57,2021-05-26
1001.33,4,20:59:03.249987,12586787,67.37,24.48,2021-05-26
1000.93,5,20:59:03.770724,6641884,60.87,24.47,2021-05-26
1001.74,0,20:59:04.302828,12946861,65.19,24.32,2021-05-26
1001.31,1,20:59:04.821828,3162242,60.52,25.04,2021-05-26
1001.70,2,20:59:05.339011,3188579,64.86,24.19,2021-05-26
1001.70,3,20:59:05.856060,4187501,65.27,24.58,2021-05-26
1001.34,4,20:59:06.374289,12586787,67.33,24.48,2021-05-26
1000.89,5,20:59:06.893192,6621372,60.84,24.47,2021-05-26
1001.72,0,20:59:07.415049,12946861,65.17,24.32,2021-05-26
1001.29,1,20:59:07.934170,3164109,60.52,25.04,2021-05-26
1001.72,2,20:59:08.449912,3186683,64.82,24.18,2021-05-26
1001.71,3,20:59:08.967235,4207222,65.27,24.58,2021-05-26
1001.37,4,20:59:09.485417,12586787,67.28,24.49,2021-05-26
1000.91,5,20:59:10.004530,6637771,60.83,24.47,2021-05-26
1001.74,0,20:59:10.525259,12946861,65.15,24.33,2021-05-26
1001.30,1,20:59:11.043351,3164109,60.50,25.04,2021-05-26
1001.73,2,20:59:11.560915,3182898,64.85,24.18,2021-05-26
1001.69,3,20:59:12.078044,4194054,65.26,24.58,2021-05-26
1001.37,4,20:59:12.597144,12586787,67.28,24.50,2021-05-26
1000.87,5,20:59:13.115847,6641884,60.84,24.46,2021-05-26
1001.71,0,20:59:13.637774,12946861,65.17,24.34,2021-05-26
1001.27,1,20:59:14.157628,3171598,60.51,25.05,2021-05-26
1001.74,2,20:59:14.674978,3186683,64.85,24.19,2021-05-26
1001.69,3,20:59:15.192420,4210527,65.24,24.58,2021-05-26
1001.32,4,20:59:15.710587,12586787,67.27,24.50,2021-05-26
1000.91,5,20:59:16.229402,6641884,60.87,24.48,2021-05-26
1001.70,0,20:59:17.790209,12946861,65.19,24.35,2021-05-26
1001.26,1,20:59:18.309241,3164109,60.50,25.04,2021-05-26
1001.70,2,20:59:18.826591,3194279,64.87,24.20,2021-05-26
1001.71,3,20:59:19.344076,4210527,65.23,24.59,2021-05-26
1001.32,4,20:59:19.863246,12586787,67.25,24.52,2021-05-26
1000.88,5,20:59:20.382019,6637771,60.88,24.48,2021-05-26
1001.70,0,20:59:20.902565,12946861,65.17,24.36,2021-05-26
1001.26,1,20:59:21.420559,3154797,60.50,25.04,2021-05-26
1001.74,2,20:59:21.937846,3205742,64.86,24.21,2021-05-26
1001.67,3,20:59:22.455029,4213837,65.25,24.60,2021-05-26
1001.33,4,20:59:22.973094,12586787,67.26,24.53,2021-05-26
1000.90,5,20:59:23.493203,6646002,60.86,24.49,2021-05-26
1001.73,0,20:59:24.014037,12946861,65.16,24.38,2021-05-26
1001.27,1,20:59:24.531987,3162242,60.50,25.04,2021-05-26
1001.70,2,20:59:25.049206,3181009,64.85,24.22,2021-05-26
1001.72,3,20:59:25.566383,4227130,65.22,24.60,2021-05-26
1001.32,4,20:59:26.085675,12586787,67.22,24.54,2021-05-26
1000.90,5,20:59:26.604614,6641884,60.86,24.50,2021-05-26
1001.73,0,20:59:27.126337,12946861,65.14,24.38,2021-05-26
1001.29,1,20:59:27.645084,3169723,60.50,25.03,2021-05-26
1001.72,2,20:59:28.162257,3190477,64.85,24.23,2021-05-26
1001.72,3,20:59:28.679300,4213837,65.19,24.61,2021-05-26
1001.32,4,20:59:29.198364,12586787,67.20,24.56,2021-05-26
1000.91,5,20:59:29.717828,6654252,60.86,24.50,2021-05-26
1001.73,0,20:59:30.239294,12946861,65.14,24.40,2021-05-26
1001.27,1,20:59:30.758588,3154797,60.50,25.04,2021-05-26
1001.73,2,20:59:31.275751,3179123,64.83,24.24,2021-05-26
1001.71,3,20:59:31.793038,4223799,65.20,24.62,2021-05-26
1001.36,4,20:59:32.311360,12586787,67.17,24.57,2021-05-26
1000.93,5,20:59:32.829417,6654252,60.86,24.51,2021-05-26
