3,4527028,21:03:35.999585,1001.74,64.51,24.68,2021-05-26
4,12586787,21:03:36.117895,1001.40,66.42,24.68,2021-05-26
5,6920594,21:03:36.235860,1000.95,60.22,24.61,2021-05-26
0,12946861,21:03:36.355827,1001.76,64.37,24.50,2021-05-26
1,3205742,21:03:36.473246,1001.32,60.04,25.07,2021-05-26
2,3362610,21:03:36.589463,1001.78,64.02,24.34,2021-05-26
3,4530854,21:03:36.705720,1001.73,64.49,24.68,2021-05-26
4,12586787,21:03:36.823215,1001.40,66.42,24.68,2021-05-26
5,6907217,21:03:36.941214,1000.97,60.19,24.61,2021-05-26
0,12946861,21:03:37.061081,1001.78,64.37,24.51,2021-05-26
1,3201912,21:03:37.179770,1001.30,60.02,25.07,2021-05-26
2,3368951,21:03:37.295971,1001.76,64.02,24.34,2021-05-26
3,4523207,21:03:37.412498,1001.75,64.49,24.68,2021-05-26
4,12586787,21:03:37.530127,1001.39,66.42,24.68,2021-05-26
5,6920594,21:03:37.647928,1000.97,60.20,24.61,2021-05-26
0,12946861,21:03:38.936863,1001.80,64.34,24.51,2021-05-26
1,3207661,21:03:39.054451,1001.30,60.01,25.06,2021-05-26
2,3358396,21:03:39.171002,1001.77,64.01,24.34,2021-05-26
3,4538527,21:03:39.288202,1001.77,64.46,24.67,2021-05-26
4,12586787,21:03:39.406045,1001.41,66.37,24.68,2021-05-26
5,6938512,21:03:39.525150,1000.92,60.17,24.60,2021-05-26
0,12946861,21:03:39.648859,1001.79,64.36,24.51,2021-05-26
1,3205742,21:03:39.767304,1001.31,60.01,25.06,2021-05-26
2,3362610,21:03:39.883618,1001.78,64.02,24.35,2021-05-26
