23:53:42.738446,55.01,20.30,1007.20,1352170,2021-05-25,0
23:53:44.464291,51.61,20.57,1006.60,7946628,2021-05-25,1
23:53:46.195472,52.01,20.64,1006.98,817572,2021-05-25,2
23:53:47.938905,57.68,19.12,1007.03,844361,2021-05-25,3
23:53:49.673729,56.80,20.39,1006.86,12586787,2021-05-25,4
23:53:51.414721,50.52,20.45,1006.23,10458537,2021-05-25,5
