58.40,12946861,0,1002.25,24.06,2021-05-26,21:36:59.432432
54.12,3769339,1,1001.73,24.71,2021-05-26,21:36:59.735410
57.74,4872728,2,1002.24,23.90,2021-05-26,21:37:00.033439
58.08,7581330,3,1002.17,24.27,2021-05-26,21:37:00.318458
60.30,12586787,4,1001.88,24.24,2021-05-26,21:37:00.605016
54.34,10666667,5,1001.44,24.18,2021-05-26,21:37:00.896817
58.41,12946861,0,1002.20,24.06,2021-05-26,21:37:02.417284
54.10,3774648,1,1001.71,24.71,2021-05-26,21:37:02.538784
57.72,4886053,2,1002.21,23.91,2021-05-26,21:37:02.658837
58.05,7565279,3,1002.16,24.28,2021-05-26,21:37:02.778224
60.30,12586787,4,1001.89,24.24,2021-05-26,21:37:02.899033
54.33,10656064,5,1001.41,24.18,2021-05-26,21:37:03.019681
58.40,12946861,0,1002.23,24.07,2021-05-26,21:37:03.145258
54.09,3785311,1,1001.68,24.71,2021-05-26,21:37:03.266019
57.72,4863884,2,1002.24,23.92,2021-05-26,21:37:03.385561
58.05,7575972,3,1002.14,24.28,2021-05-26,21:37:03.505027
60.31,12586787,4,1001.87,24.25,2021-05-26,21:37:03.625960
54.33,10677291,5,1001.39,24.19,2021-05-26,21:37:03.746974
58.40,12946861,0,1002.24,24.08,2021-05-26,21:37:03.872121
54.09,3785311,1,1001.70,24.72,2021-05-26,21:37:03.992962
57.72,4877162,2,1002.23,23.92,2021-05-26,21:37:04.112871
58.07,7538678,3,1002.15,24.29,2021-05-26,21:37:04.231965
60.29,12586787,4,1001.86,24.25,2021-05-26,21:37:04.354638
54.32,10687937,5,1001.39,24.19,2021-05-26,21:37:04.475985
58.38,12946861,0,1002.22,24.08,2021-05-26,21:37:04.601137
54.08,3774648,1,1001.70,24.72,2021-05-26,21:37:04.723705
57.71,4868302,2,1002.21,23.92,2021-05-26,21:37:04.843258
58.05,7559944,3,1002.12,24.29,2021-05-26,21:37:04.962783
60.29,12586787,4,1001.87,24.25,2021-05-26,21:37:05.084716
54.32,10666667,5,1001.40,24.20,2021-05-26,21:37:05.206215
58.40,12946861,0,1002.24,24.08,2021-05-26,21:37:05.330759
54.08,3779972,1,1001.68,24.72,2021-05-26,21:37:05.452797
57.69,4877162,2,1002.21,23.92,2021-05-26,21:37:05.572096
58.03,7570622,3,1002.14,24.29,2021-05-26,21:37:05.691308
60.28,12586787,4,1001.89,24.25,2021-05-26,21:37:05.812726
54.30,10687937,5,1001.38,24.19,2021-05-26,21:37:05.933851
58.37,12946861,0,1002.20,24.07,2021-05-26,21:37:07.576001
54.06,3771992,1,1001.69,24.72,2021-05-26,21:37:07.701946
57.68,4872728,2,1002.18,23.91,2021-05-26,21:37:07.825427
58.02,7592068,3,1002.12,24.28,2021-05-26,21:37:07.948285
60.27,12586787,4,1001.86,24.25,2021-05-26,21:37:08.074641
54.28,10666667,5,1001.38,24.19,2021-05-26,21:37:08.197477
58.37,12946861,0,1002.23,24.08,2021-05-26,21:37:08.324851
54.07,3771992,1,1001.69,24.73,2021-05-26,21:37:08.450041
57.68,4903935,2,1002.20,23.92,2021-05-26,21:37:08.573178
58.02,7581330,3,1002.15,24.29,2021-05-26,21:37:08.697204
60.27,12586787,4,1001.85,24.25,2021-05-26,21:37:08.821528
54.29,10666667,5,1001.37,24.20,2021-05-26,21:37:08.945343
58.37,12946861,0,1002.21,24.08,2021-05-26,21:37:09.074424
54.06,3785311,1,1001.68,24.73,2021-05-26,21:37:09.199021
57.67,4890511,2,1002.18,23.92,2021-05-26,21:37:09.322731
58.03,7559944,3,1002.13,24.30,2021-05-26,21:37:09.446797
60.28,12586787,4,1001.84,24.26,2021-05-26,21:37:09.570690
54.28,10677291,5,1001.34,24.21,2021-05-26,21:37:09.695682
58.37,12946861,0,1002.22,24.08,2021-05-26,21:37:09.822952
54.06,3774648,1,1001.69,24.73,2021-05-26,21:37:09.946573
57.68,4903935,2,1002.19,23.92,2021-05-26,21:37:10.068387
58.02,7565279,3,1002.13,24.30,2021-05-26,21:37:10.190235
60.26,12586787,4,1001.84,24.26,2021-05-26,21:37:10.317641
54.28,10687937,5,1001.36,24.20,2021-05-26,21:37:10.444528
58.37,12946861,0,1002.22,24.08,2021-05-26,21:37:10.573178
54.04,3771992,1,1001.66,24.73,2021-05-26,21:37:10.697409
57.67,4886053,2,1002.19,23.92,2021-05-26,21:37:10.820181
58.02,7575972,3,1002.10,24.30,2021-05-26,21:37:10.943305
60.27,12586787,4,1001.80,24.26,2021-05-26,21:37:11.069208
54.29,10656064,5,1001.35,24.21,2021-05-26,21:37:11.192441
58.37,12946861,0,1002.19,24.09,2021-05-26,21:37:11.325254
54.06,3777308,1,1001.65,24.74,2021-05-26,21:37:11.454091
57.67,4877162,2,1002.15,23.93,2021-05-26,21:37:11.575776
58.02,7586695,3,1002.13,24.30,2021-05-26,21:37:11.697555
60.27,12586787,4,1001.82,24.27,2021-05-26,21:37:11.822204
54.27,10687937,5,1001.35,24.20,2021-05-26,21:37:11.945562
58.35,12946861,0,1002.17,24.09,2021-05-26,21:37:13.478926
54.05,3777308,1,1001.66,24.73,2021-05-26,21:37:13.605188
57.68,4899452,2,1002.16,23.93,2021-05-26,21:37:13.726937
58.02,7586695,3,1002.11,24.29,2021-05-26,21:37:13.848600
60.27,12586787,4,1001.81,24.27,2021-05-26,21:37:13.972421
54.27,10687937,5,1001.35,24.20,2021-05-26,21:37:14.096630
58.37,12946861,0,1002.15,24.09,2021-05-26,21:37:14.225302
54.05,3777308,1,1001.64,24.74,2021-05-26,21:37:14.351795
57.68,4886053,2,1002.15,23.93,2021-05-26,21:37:14.474117
58.01,7559944,3,1002.10,24.30,2021-05-26,21:37:14.598439
60.28,12586787,4,1001.79,24.28,2021-05-26,21:37:14.723390
54.28,10698603,5,1001.35,24.21,2021-05-26,21:37:14.847971
58.36,12946861,0,1002.20,24.10,2021-05-26,21:37:14.976687
54.05,3777308,1,1001.65,24.74,2021-05-26,21:37:15.100307
57.67,4894978,2,1002.15,23.93,2021-05-26,21:37:15.223269
58.01,7586695,3,1002.10,24.30,2021-05-26,21:37:15.347263
60.27,12586787,4,1001.83,24.28,2021-05-26,21:37:15.471158
54.28,10687937,5,1001.36,24.21,2021-05-26,21:37:15.594638
58.37,12946861,0,1002.20,24.10,2021-05-26,21:37:15.725025
54.04,3771992,1,1001.66,24.74,2021-05-26,21:37:15.849516
57.68,4894978,2,1002.20,23.94,2021-05-26,21:37:15.972391
58.00,7570622,3,1002.11,24.30,2021-05-26,21:37:16.096550
60.27,12586787,4,1001.81,24.29,2021-05-26,21:37:16.220445
54.28,10698603,5,1001.35,24.21,2021-05-26,21:37:16.345903
58.35,12946861,0,1002.19,24.10,2021-05-26,21:37:16.477508
54.05,3779972,1,1001.65,24.74,2021-05-26,21:37:16.602565
57.68,4890511,2,1002.19,23.94,2021-05-26,21:37:16.727265
58.01,7586695,3,1002.12,24.30,2021-05-26,21:37:16.850460
60.27,12586787,4,1001.84,24.29,2021-05-26,21:37:16.975488
54.26,10698603,5,1001.34,24.21,2021-05-26,21:37:17.100275
58.35,12946861,0,1002.21,24.10,2021-05-26,21:37:17.229133
54.05,3787986,1,1001.68,24.74,2021-05-26,21:37:17.352422
57.67,4881603,2,1002.20,23.94,2021-05-26,21:37:17.475582
58.01,7581330,3,1002.12,24.30,2021-05-26,21:37:17.597578
60.27,12586787,4,1001.81,24.29,2021-05-26,21:37:17.722081
54.28,10709291,5,1001.34,24.21,2021-05-26,21:37:17.846560
58.34,12946861,0,1002.21,24.10,2021-05-26,21:37:19.440295
54.04,3779972,1,1001.68,24.72,2021-05-26,21:37:19.564593
57.99,7586695,3,1002.12,24.30,2021-05-26,21:37:19.742754
