814095,1,49.48,21.33,2021-05-25,21:04:51.508095,1006.96
12567410,2,51.86,20.39,2021-05-25,21:04:54.823112,1006.64
913429,3,57.96,19.00,2021-05-25,21:04:58.133832,1007.04
12586787,4,57.16,20.23,2021-05-25,21:05:01.435291,1006.93
12946861,5,50.97,20.26,2021-05-25,21:05:04.743631,1006.27
814590,1,49.50,21.35,2021-05-25,21:05:25.167251,1006.98
12538012,2,51.81,20.39,2021-05-25,21:05:28.287302,1006.67
909709,3,57.95,19.02,2021-05-25,21:05:31.405743,1007.09
12586787,4,57.10,20.24,2021-05-25,21:05:34.525324,1006.99
12946861,5,50.90,20.25,2021-05-25,21:05:37.646233,1006.26
814095,1,49.46,21.35,2021-05-25,21:05:57.838589,1007.01
12552694,2,51.76,20.40,2021-05-25,21:06:00.958667,1006.63
909709,3,57.93,19.02,2021-05-25,21:06:04.078275,1007.06
12586787,4,57.06,20.26,2021-05-25,21:06:07.199007,1006.97
12946861,5,50.81,20.25,2021-05-25,21:06:10.319154,1006.25
815086,1,49.44,21.33,2021-05-25,21:06:30.506220,1007.00
12552694,2,51.75,20.40,2021-05-25,21:06:33.627777,1006.65
913429,3,57.95,19.02,2021-05-25,21:06:36.745996,1007.07
12586787,4,57.01,20.26,2021-05-25,21:06:39.865505,1006.96
12946861,5,50.88,20.25,2021-05-25,21:06:42.985254,1006.26
814095,1,49.54,21.30,2021-05-25,21:07:03.171854,1006.97
12523365,2,51.81,20.40,2021-05-25,21:07:06.294512,1006.64
911565,3,57.95,19.01,2021-05-25,21:07:09.412363,1007.03
12586787,4,57.05,20.25,2021-05-25,21:07:12.531702,1006.95
12946861,5,50.91,20.25,2021-05-25,21:07:15.654460,1006.26
