0,2021-05-26,22:54:57.000195,24.28,56.05,1003.15,12946861
1,2021-05-26,22:54:57.286297,24.57,52.74,1002.55,4628671
2,2021-05-26,22:54:57.567647,24.11,55.28,1003.10,6094372
3,2021-05-26,22:54:57.850068,24.36,55.87,1003.07,9981379
4,2021-05-26,22:54:58.134387,24.44,57.98,1002.72,12586787
5,2021-05-26,22:54:58.417027,24.40,52.06,1002.19,12946861
0,2021-05-26,22:55:01.419669,24.27,56.04,1003.14,12946861
1,2021-05-26,22:55:01.540643,24.57,52.74,1002.55,4608771
2,2021-05-26,22:55:01.659548,24.11,55.28,1003.11,6111745
3,2021-05-26,22:55:01.779083,24.36,55.87,1003.05,9953575
4,2021-05-26,22:55:01.905730,24.44,57.97,1002.71,12586787
5,2021-05-26,22:55:02.027246,24.40,52.06,1002.14,12946861
0,2021-05-26,22:55:02.150496,24.28,56.02,1003.11,12946861
1,2021-05-26,22:55:02.271826,24.58,52.74,1002.53,4604812
2,2021-05-26,22:55:02.392719,24.11,55.28,1003.12,6042842
3,2021-05-26,22:55:02.512616,24.37,55.85,1003.04,9972094
4,2021-05-26,22:55:02.633410,24.44,57.97,1002.71,12586787
5,2021-05-26,22:55:02.754280,24.40,52.06,1002.19,12946861
0,2021-05-26,22:55:02.879146,24.28,56.02,1003.10,12946861
1,2021-05-26,22:55:02.999655,24.58,52.74,1002.54,4589042
2,2021-05-26,22:55:03.118455,24.12,55.28,1003.12,6090910
3,2021-05-26,22:55:03.238118,24.37,55.85,1003.03,10000001
4,2021-05-26,22:55:03.358643,24.45,57.97,1002.70,12586787
5,2021-05-26,22:55:03.480050,24.40,52.06,1002.15,12946861
0,2021-05-26,22:55:03.608325,24.28,56.02,1003.10,12946861
1,2021-05-26,22:55:03.728680,24.58,52.71,1002.52,4608771
2,2021-05-26,22:55:03.847411,24.12,55.29,1003.11,6101310
3,2021-05-26,22:55:03.966216,24.37,55.85,1003.03,9944342
4,2021-05-26,22:55:04.087547,24.45,57.98,1002.68,12586787
5,2021-05-26,22:55:04.208037,24.40,52.04,1002.15,12946861
0,2021-05-26,22:55:04.331942,24.28,56.02,1003.10,12946861
1,2021-05-26,22:55:04.452886,24.59,52.70,1002.53,4600859
2,2021-05-26,22:55:04.572489,24.12,55.28,1003.10,6077098
3,2021-05-26,22:55:04.691832,24.37,55.85,1003.06,9962826
4,2021-05-26,22:55:04.811996,24.45,57.98,1002.70,12586787
5,2021-05-26,22:55:04.934192,24.41,52.05,1002.16,12946861
0,2021-05-26,22:55:08.029941,24.27,56.00,1003.14,12946861
1,2021-05-26,22:55:08.153303,24.57,52.69,1002.52,4604812
2,2021-05-26,22:55:08.275357,24.11,55.25,1003.12,6083996
3,2021-05-26,22:55:08.396954,24.36,55.82,1003.04,9972094
4,2021-05-26,22:55:08.520544,24.44,57.95,1002.70,12586787
5,2021-05-26,22:55:08.645062,24.40,52.03,1002.16,12946861
0,2021-05-26,22:55:08.777911,24.28,56.00,1003.13,12946861
1,2021-05-26,22:55:08.902583,24.58,52.70,1002.53,4616710
2,2021-05-26,22:55:09.024693,24.12,55.24,1003.14,6042842
3,2021-05-26,22:55:09.147506,24.37,55.83,1003.06,9972094
4,2021-05-26,22:55:09.272345,24.44,57.94,1002.69,12586787
5,2021-05-26,22:55:09.397025,24.41,52.02,1002.18,12946861
0,2021-05-26,22:55:09.525583,24.28,55.99,1003.11,12946861
1,2021-05-26,22:55:09.650361,24.59,52.67,1002.52,4612737
2,2021-05-26,22:55:09.774031,24.12,55.25,1003.13,6042842
3,2021-05-26,22:55:09.897850,24.37,55.81,1003.04,9953575
4,2021-05-26,22:55:10.022531,24.45,57.95,1002.72,12586787
5,2021-05-26,22:55:10.147709,24.41,52.03,1002.17,12946861
0,2021-05-26,22:55:10.274828,24.28,55.99,1003.11,12946861
1,2021-05-26,22:55:10.401105,24.58,52.67,1002.51,4616710
2,2021-05-26,22:55:10.522748,24.12,55.24,1003.15,6080545
3,2021-05-26,22:55:10.645068,24.37,55.82,1003.05,9944342
4,2021-05-26,22:55:10.769472,24.45,57.95,1002.73,12586787
5,2021-05-26,22:55:10.893331,24.41,52.02,1002.16,12946861
0,2021-05-26,22:55:11.022203,24.29,56.00,1003.15,12946861
1,2021-05-26,22:55:11.148561,24.59,52.66,1002.52,4608771
2,2021-05-26,22:55:11.272437,24.12,55.24,1003.12,6073655
3,2021-05-26,22:55:11.397002,24.37,55.81,1003.07,9962826
4,2021-05-26,22:55:11.522410,24.45,57.94,1002.72,12586787
5,2021-05-26,22:55:11.649648,24.41,52.00,1002.17,12946861
0,2021-05-26,22:55:11.776267,24.29,55.99,1003.13,12946861
1,2021-05-26,22:55:11.899264,24.59,52.66,1002.59,4604812
2,2021-05-26,22:55:12.020905,24.12,55.23,1003.11,6097839
3,2021-05-26,22:55:12.144874,24.37,55.81,1003.06,9944342
4,2021-05-26,22:55:12.270018,24.45,57.93,1002.72,12586787
5,2021-05-26,22:55:12.395101,24.41,52.00,1002.18,12946861
0,2021-05-26,22:55:15.043320,24.28,55.97,1003.15,12946861
1,2021-05-26,22:55:15.166919,24.58,52.65,1002.56,4612737
2,2021-05-26,22:55:15.291458,24.11,55.22,1003.13,6077098
3,2021-05-26,22:55:15.414626,24.36,55.81,1003.07,9972094
4,2021-05-26,22:55:15.540302,24.44,57.92,1002.76,12586787
5,2021-05-26,22:55:15.664941,24.40,51.99,1002.19,12946861
0,2021-05-26,22:55:15.790568,24.28,55.98,1003.13,12946861
1,2021-05-26,22:55:15.916370,24.58,52.65,1002.54,4612737
2,2021-05-26,22:55:16.039051,24.12,55.23,1003.12,6029247
3,2021-05-26,22:55:16.160827,24.37,55.81,1003.10,9962826
4,2021-05-26,22:55:16.284417,24.46,57.93,1002.74,12586787
5,2021-05-26,22:55:16.409987,24.41,51.99,1002.18,12946861
0,2021-05-26,22:55:16.535493,24.28,55.98,1003.15,12946861
1,2021-05-26,22:55:16.660499,24.59,52.65,1002.59,4600859
2,2021-05-26,22:55:16.784580,24.12,55.23,1003.13,6080545
3,2021-05-26,22:55:16.906313,24.38,55.81,1003.07,9953575
4,2021-05-26,22:55:17.031521,24.46,57.93,1002.74,12586787
5,2021-05-26,22:55:17.155320,24.41,52.01,1002.16,12946861
