1002.38,21:41:45.710902,23.84,2021-05-26,58.80,12946861,0
1001.81,21:41:46.010860,24.55,2021-05-26,54.30,3861672,1
1002.33,21:41:46.309782,23.67,2021-05-26,58.18,5109629,2
1002.28,21:41:46.608641,24.08,2021-05-26,58.54,8000000,3
1001.95,21:41:46.911508,24.01,2021-05-26,60.85,12586787,4
1001.49,21:41:47.206212,23.97,2021-05-26,54.61,11465241,5
1002.38,21:41:48.592377,23.85,2021-05-26,58.77,12946861,0
1001.83,21:41:48.713033,24.55,2021-05-26,54.31,3867244,1
1002.33,21:41:48.832221,23.69,2021-05-26,58.14,5163777,2
1002.27,21:41:48.951198,24.08,2021-05-26,58.52,8005975,3
1001.97,21:41:49.072140,24.02,2021-05-26,60.81,12586787,4
1001.47,21:41:49.193455,23.97,2021-05-26,54.61,11465241,5
1002.40,21:41:49.317555,23.86,2021-05-26,58.76,12946861,0
1001.83,21:41:49.437936,24.56,2021-05-26,54.32,3864456,1
1002.30,21:41:49.556781,23.70,2021-05-26,58.12,5143954,2
1002.26,21:41:49.675724,24.09,2021-05-26,58.49,7994035,3
1001.98,21:41:49.796116,24.03,2021-05-26,60.81,12586787,4
1001.48,21:41:49.916944,23.98,2021-05-26,54.62,11489818,5
1002.38,21:41:50.041989,23.86,2021-05-26,58.74,12946861,0
1001.85,21:41:50.162841,24.56,2021-05-26,54.30,3861672,1
1002.37,21:41:50.281922,23.70,2021-05-26,58.12,5129187,2
1002.25,21:41:50.401067,24.10,2021-05-26,58.48,8000000,3
1001.96,21:41:50.522072,24.03,2021-05-26,60.80,12586787,4
1001.48,21:41:50.642785,23.99,2021-05-26,54.61,11465241,5
1002.36,21:41:50.767640,23.87,2021-05-26,58.74,12946861,0
1001.82,21:41:50.888052,24.56,2021-05-26,54.30,3875633,1
1002.36,21:41:51.006972,23.70,2021-05-26,58.11,5129187,2
1002.23,21:41:51.125852,24.10,2021-05-26,58.45,8000000,3
1002.00,21:41:51.246368,24.04,2021-05-26,60.77,12586787,4
1001.47,21:41:51.366775,23.99,2021-05-26,54.61,11477517,5
1002.40,21:41:51.491296,23.88,2021-05-26,58.72,12946861,0
1001.80,21:41:51.612210,24.56,2021-05-26,54.28,3861672,1
1002.38,21:41:51.731107,23.71,2021-05-26,58.08,5129187,2
1002.24,21:41:51.850062,24.10,2021-05-26,58.42,8005975,3
1002.00,21:41:51.971041,24.04,2021-05-26,60.75,12586787,4
1001.45,21:41:52.092279,24.00,2021-05-26,54.60,11502147,5
