1338662,23:57:16.302362,2021-05-25,1007.12,55.01,0,20.28
7773750,23:57:18.011747,2021-05-25,1006.46,51.52,1,20.57
821079,23:57:19.715333,2021-05-25,1006.86,52.44,2,20.48
838549,23:57:21.420808,2021-05-25,1006.94,57.53,3,19.13
12586787,23:57:23.117304,2021-05-25,1006.77,56.79,4,20.39
10317614,23:57:24.832123,2021-05-25,1006.09,50.58,5,20.43
1337326,00:20:47.586022,2021-05-26,1007.26,55.04,0,20.19
7657143,00:20:49.104016,2021-05-26,1006.68,51.49,1,20.52
831782,00:20:50.620746,2021-05-26,1007.08,52.82,2,20.29
842238,00:20:52.137156,2021-05-26,1007.10,57.67,3,19.02
12586787,00:20:53.655056,2021-05-26,1006.96,56.82,4,20.30
10238778,00:20:55.172761,2021-05-26,1006.30,50.62,5,20.37
1337326,00:30:56.709587,2021-05-26,1007.29,55.53,0,20.18
7554616,00:30:58.227634,2021-05-26,1006.71,51.88,1,20.50
835933,00:30:59.744444,2021-05-26,1007.09,53.19,2,20.26
844893,00:31:01.260927,2021-05-26,1007.08,58.21,3,19.02
12586787,00:31:02.779340,2021-05-26,1006.92,57.21,4,20.28
10161138,00:31:04.297258,2021-05-26,1006.28,50.97,5,20.34
1335993,00:41:05.845693,2021-05-26,1007.27,55.81,0,20.11
7465182,00:41:07.363621,2021-05-26,1006.61,52.18,1,20.45
842768,00:41:08.880271,2021-05-26,1007.02,53.39,2,20.13
846494,00:41:10.396843,2021-05-26,1007.05,58.40,3,18.97
12586787,00:41:11.914490,2021-05-26,1006.94,57.43,4,20.24
10056286,00:41:13.432051,2021-05-26,1006.25,51.21,5,20.31
1333334,00:51:15.005571,2021-05-26,1007.20,56.00,0,20.04
7352538,00:51:16.523459,2021-05-26,1006.54,52.34,1,20.38
843829,00:51:18.040252,2021-05-26,1006.94,53.73,2,20.09
849715,00:51:19.556679,2021-05-26,1006.96,58.56,3,18.92
12586787,00:51:21.074809,2021-05-26,1006.82,57.53,4,20.18
9981379,00:51:22.592577,2021-05-26,1006.18,51.45,5,20.23
1337326,01:01:24.211204,2021-05-26,1007.17,55.81,0,19.85
7297482,01:01:25.729467,2021-05-26,1006.56,51.80,1,20.31
854592,01:01:27.246284,2021-05-26,1006.97,53.62,2,19.96
851335,01:01:28.762676,2021-05-26,1006.98,58.53,3,18.89
12586787,01:01:30.280805,2021-05-26,1006.85,57.12,4,20.12
9944342,01:01:31.799012,2021-05-26,1006.18,50.86,5,20.16
1325421,01:11:35.945497,2021-05-26,1007.21,55.79,0,19.82
7180175,01:11:37.463500,2021-05-26,1006.54,51.85,1,20.26
856231,01:11:38.980309,2021-05-26,1006.97,53.72,2,19.89
850794,01:11:40.497042,2021-05-26,1006.99,58.55,3,18.83
12586787,01:11:42.015179,2021-05-26,1006.85,57.11,4,20.06
9852942,01:11:43.533028,2021-05-26,1006.21,50.88,5,20.11
1330686,01:21:45.151591,2021-05-26,1007.12,55.75,0,19.81
7113471,01:21:46.669610,2021-05-26,1006.46,51.90,1,20.21
859526,01:21:48.186266,2021-05-26,1006.89,53.86,2,19.83
854048,01:21:49.702858,2021-05-26,1006.92,58.31,3,18.77
12586787,01:21:51.220854,2021-05-26,1006.78,57.23,4,20.00
9816850,01:21:52.739026,2021-05-26,1006.12,51.00,5,20.04
1325421,01:31:54.337751,2021-05-26,1007.18,56.03,0,19.71
6992825,01:31:55.856210,2021-05-26,1006.51,51.87,1,20.20
865075,01:31:57.372914,2021-05-26,1006.94,53.96,2,19.77
854592,01:31:58.889534,2021-05-26,1006.96,58.27,3,18.73
12586787,01:32:00.407509,2021-05-26,1006.81,57.20,4,20.00
9666367,01:32:01.925600,2021-05-26,1006.12,51.02,5,20.01
1317601,01:42:03.445513,2021-05-26,1007.16,55.90,0,19.72
6925065,01:42:04.963588,2021-05-26,1006.51,51.93,1,20.16
864517,01:42:06.480400,2021-05-26,1006.95,54.07,2,19.73
857326,01:42:07.996927,2021-05-26,1006.97,58.40,3,18.70
12586787,01:42:09.514744,2021-05-26,1006.82,57.21,4,19.96
9614350,01:42:11.032644,2021-05-26,1006.20,51.03,5,19.99
1313726,01:52:12.585529,2021-05-26,1007.25,56.01,0,19.67
6836735,01:52:14.103461,2021-05-26,1006.57,51.91,1,20.14
869566,01:52:15.620050,2021-05-26,1007.01,53.92,2,19.73
855138,01:52:17.136460,2021-05-26,1007.01,58.35,3,18.67
12586787,01:52:18.654590,2021-05-26,1006.90,57.19,4,19.95
9511979,01:52:20.172223,2021-05-26,1006.24,51.03,5,19.96
1304772,02:02:21.790953,2021-05-26,1007.12,56.02,0,19.65
6759143,02:02:23.309283,2021-05-26,1006.46,51.91,1,20.13
872396,02:02:24.825992,2021-05-26,1006.90,53.94,2,19.70
855138,02:02:26.342703,2021-05-26,1006.92,58.37,3,18.64
12586787,02:02:27.860865,2021-05-26,1006.80,57.21,4,19.93
9453263,02:02:29.380639,2021-05-26,1006.10,51.05,5,19.95
1306043,02:12:33.735720,2021-05-26,1007.00,56.06,0,19.64
6641884,02:12:35.253747,2021-05-26,1006.32,51.95,1,20.11
871829,02:12:36.770423,2021-05-26,1006.77,54.16,2,19.64
855138,02:12:38.286843,2021-05-26,1006.84,58.33,3,18.62
12586787,02:12:39.804613,2021-05-26,1006.68,57.20,4,19.92
9387041,02:12:41.322590,2021-05-26,1006.01,51.12,5,19.93
1306043,02:22:42.941196,2021-05-26,1006.94,56.17,0,19.60
6584767,02:22:44.459482,2021-05-26,1006.25,52.05,1,20.09
875245,02:22:45.976306,2021-05-26,1006.74,54.36,2,19.61
856778,02:22:47.492786,2021-05-26,1006.73,58.46,3,18.59
12586787,02:22:49.011055,2021-05-26,1006.61,57.24,4,19.90
9321740,02:22:50.529209,2021-05-26,1005.96,51.09,5,19.92
1297193,02:32:52.147860,2021-05-26,1006.82,56.17,0,19.59
6508804,02:32:53.666302,2021-05-26,1006.11,52.14,1,20.07
878113,02:32:55.182879,2021-05-26,1006.58,54.48,2,19.58
856778,02:32:56.699664,2021-05-26,1006.60,58.41,3,18.57
12586787,02:32:58.217708,2021-05-26,1006.43,57.38,4,19.86
9257341,02:32:59.735990,2021-05-26,1005.75,51.13,5,19.89
1288462,02:43:01.354448,2021-05-26,1006.77,56.15,0,19.57
6465622,02:43:02.872284,2021-05-26,1006.07,52.08,1,20.03
877538,02:43:04.389111,2021-05-26,1006.52,54.49,2,19.57
854048,02:43:05.905833,2021-05-26,1006.57,58.43,3,18.55
12586787,02:43:07.423871,2021-05-26,1006.39,57.34,4,19.85
9154569,02:43:08.941895,2021-05-26,1005.72,51.15,5,19.87
1289702,02:53:10.560488,2021-05-26,1006.81,56.22,0,19.56
6373366,02:53:12.078227,2021-05-26,1006.09,52.13,1,20.03
876964,02:53:13.595190,2021-05-26,1006.56,54.56,2,19.56
854048,02:53:15.112031,2021-05-26,1006.55,58.42,3,18.53
12586787,02:53:16.630134,2021-05-26,1006.40,57.31,4,19.84
9092452,02:53:18.147958,2021-05-26,1005.75,51.13,5,19.86
1281071,03:03:19.766999,2021-05-26,1006.83,56.27,0,19.57
6283705,03:03:21.284647,2021-05-26,1006.09,52.18,1,20.03
883906,03:03:22.800665,2021-05-26,1006.53,54.81,2,19.53
856231,03:03:24.317257,2021-05-26,1006.56,58.40,3,18.52
12586787,03:03:25.835068,2021-05-26,1006.44,57.40,4,19.83
9031172,03:03:27.352951,2021-05-26,1005.76,51.20,5,19.84
1278626,03:13:31.605814,2021-05-26,1006.81,56.32,0,19.56
6243448,03:13:33.124442,2021-05-26,1006.12,52.24,1,20.01
884489,03:13:34.641002,2021-05-26,1006.60,54.79,2,19.53
855684,03:13:36.157508,2021-05-26,1006.59,58.36,3,18.50
