0,2021-05-27,12:31:25.595315,25.12,26.31,1015.27,12946861
1,2021-05-27,12:31:26.267122,24.45,26.23,1014.49,12946861
2,2021-05-27,12:31:26.955148,24.51,30.06,1015.03,12586787
3,2021-05-27,12:31:27.641494,24.10,27.24,1015.22,7723343
4,2021-05-27,12:31:28.307053,27.37,24.94,1015.17,6815004
5,2021-05-27,12:31:28.995022,24.73,27.60,1014.76,10994872
0,2021-05-27,12:31:30.710835,25.12,26.27,1015.27,12946861
1,2021-05-27,12:31:41.005894,24.44,26.25,1014.47,12946861
2,2021-05-27,12:31:41.522705,24.50,30.01,1015.01,12586787
3,2021-05-27,12:31:42.038151,24.10,27.27,1015.23,7745665
4,2021-05-27,12:31:42.553537,27.22,25.05,1015.19,6871795
5,2021-05-27,12:31:43.070806,24.73,27.75,1014.74,10949950
0,2021-05-27,12:31:43.588810,25.12,26.25,1015.23,12946861
1,2021-05-27,12:31:44.105728,24.43,26.23,1014.49,12946861
2,2021-05-27,12:31:44.623174,24.50,30.06,1015.00,12586787
3,2021-05-27,12:31:45.138553,24.10,27.26,1015.23,7740073
4,2021-05-27,12:31:45.654169,27.11,25.08,1015.12,6898327
5,2021-05-27,12:31:46.171342,24.73,27.73,1014.76,11040165
0,2021-05-27,12:31:46.689281,25.12,26.24,1015.27,12946861
1,2021-05-27,12:31:47.206340,24.42,26.17,1014.47,12946861
2,2021-05-27,12:31:47.723242,24.50,30.09,1015.00,12586787
3,2021-05-27,12:31:48.238607,24.10,27.23,1015.24,7751266
4,2021-05-27,12:31:48.754685,27.02,25.10,1015.18,6902769
5,2021-05-27,12:31:49.256349,24.73,27.73,1014.75,11017472
0,2021-05-27,12:31:49.774034,25.12,26.22,1015.25,12946861
1,2021-05-27,12:31:50.291557,24.41,26.11,1014.45,12946861
2,2021-05-27,12:31:50.809073,24.50,30.07,1015.00,12586787
3,2021-05-27,12:31:51.325251,24.09,27.24,1015.20,7728912
4,2021-05-27,12:31:51.840924,26.91,25.18,1015.17,6934024
5,2021-05-27,12:31:52.358118,24.73,27.73,1014.75,10983607
0,2021-05-27,12:31:52.888530,25.11,26.20,1015.23,12946861
1,2021-05-27,12:31:53.410656,24.40,26.06,1014.43,12946861
2,2021-05-27,12:31:53.927773,24.50,30.07,1015.02,12586787
3,2021-05-27,12:31:54.443305,24.09,27.22,1015.22,7751266
4,2021-05-27,12:31:54.958935,26.82,25.26,1015.16,6956522
5,2021-05-27,12:31:55.475856,24.73,27.81,1014.74,11028807
0,2021-05-27,12:31:55.993834,25.11,26.18,1015.23,12946861
1,2021-05-27,12:31:56.510756,24.39,26.04,1014.48,12946861
2,2021-05-27,12:31:57.027921,24.50,30.10,1015.01,12586787
3,2021-05-27,12:31:57.543428,24.08,27.19,1015.20,7779391
4,2021-05-27,12:31:58.059036,26.72,25.32,1015.16,6992825
5,2021-05-27,12:31:58.576196,24.73,27.83,1014.73,10972365
