1,1002.14,54.15,4230466,2021-05-26,22:06:59.508076,24.55
2,1002.69,57.18,5832427,2021-05-26,22:06:59.629526,24.00
3,1002.60,57.69,9420036,2021-05-26,22:06:59.753582,24.29
4,1002.32,59.73,12586787,2021-05-26,22:06:59.879407,24.36
5,1001.78,53.82,12946861,2021-05-26,22:07:00.002423,24.27
0,1002.69,57.78,12946861,2021-05-26,22:07:00.131991,24.19
1,1002.13,54.16,4243864,2021-05-26,22:07:00.255330,24.55
2,1002.71,57.18,5851529,2021-05-26,22:07:00.377069,24.00
3,1002.62,57.68,9411765,2021-05-26,22:07:00.498472,24.29
4,1002.30,59.72,12586787,2021-05-26,22:07:00.623201,24.36
5,1001.79,53.81,12946861,2021-05-26,22:07:00.748022,24.27
0,1002.69,57.78,12946861,2021-05-26,22:07:00.876889,24.19
1,1002.12,54.15,4230466,2021-05-26,22:07:01.002446,24.55
2,1002.67,57.17,5819762,2021-05-26,22:07:01.124562,24.00
3,1002.60,57.67,9378828,2021-05-26,22:07:01.250397,24.30
4,1002.32,59.72,12586787,2021-05-26,22:07:01.374231,24.36
5,1001.77,53.81,12946861,2021-05-26,22:07:01.499901,24.27
0,1002.69,57.77,12946861,2021-05-26,22:07:01.626293,24.19
1,1002.13,54.16,4227130,2021-05-26,22:07:01.751023,24.55
2,1002.66,57.16,5832427,2021-05-26,22:07:01.873450,24.00
3,1002.61,57.67,9403509,2021-05-26,22:07:01.997040,24.30
4,1002.31,59.70,12586787,2021-05-26,22:07:02.120116,24.36
5,1001.79,53.80,12946861,2021-05-26,22:07:02.244324,24.27
0,1002.78,57.75,12946861,2021-05-26,22:07:03.428657,24.19
1,1002.12,54.16,4240507,2021-05-26,22:07:03.551996,24.55
2,1002.67,57.16,5851529,2021-05-26,22:07:03.673697,23.99
3,1002.60,57.67,9420036,2021-05-26,22:07:03.796958,24.29
4,1002.30,59.69,12586787,2021-05-26,22:07:03.923034,24.35
5,1001.79,53.81,12946861,2021-05-26,22:07:04.045146,24.27
0,1002.80,57.76,12946861,2021-05-26,22:07:04.180840,24.19
1,1002.14,54.15,4243864,2021-05-26,22:07:04.305350,24.55
2,1002.66,57.15,5819762,2021-05-26,22:07:04.428785,24.00
3,1002.58,57.66,9428321,2021-05-26,22:07:04.550357,24.29
4,1002.31,59.71,12586787,2021-05-26,22:07:04.674034,24.36
5,1001.78,53.80,12946861,2021-05-26,22:07:04.799385,24.27
0,1002.78,57.75,12946861,2021-05-26,22:07:04.926011,24.19
1,1002.16,54.16,4247227,2021-05-26,22:07:05.050907,24.55
2,1002.67,57.15,5857924,2021-05-26,22:07:05.174538,24.00
3,1002.60,57.66,9420036,2021-05-26,22:07:05.296146,24.30
4,1002.32,59.69,12586787,2021-05-26,22:07:05.421123,24.36
5,1001.80,53.80,12946861,2021-05-26,22:07:05.545166,24.28
0,1002.77,57.77,12946861,2021-05-26,22:07:05.675320,24.20
1,1002.16,54.14,4233808,2021-05-26,22:07:05.797910,24.56
2,1002.68,57.14,5851529,2021-05-26,22:07:05.919589,24.01
3,1002.57,57.66,9403509,2021-05-26,22:07:06.042441,24.30
4,1002.30,59.69,12586787,2021-05-26,22:07:06.166738,24.36
5,1001.81,53.80,12946861,2021-05-26,22:07:06.290478,24.28
0,1002.69,57.76,12946861,2021-05-26,22:07:06.420225,24.20
1,1002.16,54.14,4230466,2021-05-26,22:07:06.545089,24.55
2,1002.65,57.13,5851529,2021-05-26,22:07:06.668091,24.01
3,1002.61,57.67,9420036,2021-05-26,22:07:06.792435,24.30
4,1002.30,59.68,12586787,2021-05-26,22:07:06.915978,24.37
5,1001.80,53.80,12946861,2021-05-26,22:07:07.039085,24.28
0,1002.69,57.75,12946861,2021-05-26,22:07:07.168918,24.20
1,1002.12,54.13,4240507,2021-05-26,22:07:07.293623,24.56
2,1002.66,57.13,5870756,2021-05-26,22:07:07.416336,24.01
3,1002.56,57.64,9370630,2021-05-26,22:07:07.540118,24.30
4,1002.29,59.68,12586787,2021-05-26,22:07:07.664701,24.36
5,1001.79,53.79,12946861,2021-05-26,22:07:07.789402,24.28
0,1002.69,57.75,12946861,2021-05-26,22:07:09.047932,24.20
1,1002.11,54.14,4253969,2021-05-26,22:07:09.172857,24.55
2,1002.66,57.13,5807151,2021-05-26,22:07:09.294800,24.00
3,1002.57,57.65,9370630,2021-05-26,22:07:09.417860,24.30
4,1002.29,59.67,12586787,2021-05-26,22:07:09.543677,24.36
5,1001.77,53.78,12946861,2021-05-26,22:07:09.668433,24.27
0,1002.69,57.76,12946861,2021-05-26,22:07:09.800088,24.21
1,1002.14,54.13,4233808,2021-05-26,22:07:09.923970,24.56
