1368744,20.29,23:31:06.845522,0,2021-05-25,55.01,1007.19
8265228,20.59,23:31:10.189073,1,2021-05-25,51.55,1006.52
852960,19.07,23:31:16.749100,3,2021-05-25,57.89,1006.95
12586787,20.41,23:31:20.083188,4,2021-05-25,56.80,1006.84
10741484,20.44,23:31:23.425953,5,2021-05-25,50.53,1006.21
1371546,20.30,23:31:41.333390,0,2021-05-25,55.02,1007.18
8265228,20.59,23:31:44.455434,1,2021-05-25,51.60,1006.53
850254,19.06,23:31:50.588022,3,2021-05-25,57.86,1006.95
12586787,20.41,23:31:53.709796,4,2021-05-25,56.79,1006.82
10730731,20.45,23:31:56.832737,5,2021-05-25,50.55,1006.17
1371546,20.30,23:32:14.677290,0,2021-05-25,55.03,1007.18
8258860,20.59,23:32:17.799341,1,2021-05-25,51.61,1006.53
850794,19.07,23:32:23.931990,3,2021-05-25,57.88,1006.98
12586787,20.41,23:32:27.053860,4,2021-05-25,56.79,1006.84
10698603,20.45,23:32:30.175508,5,2021-05-25,50.55,1006.21
