59.40,24.10,0,1002.17,12946861,21:25:38.111810,2021-05-26
55.06,24.76,1,1001.64,3575718,21:25:38.412248,2021-05-26
58.70,23.95,2,1002.15,4319098,21:25:38.711156,2021-05-26
59.06,24.36,3,1002.12,6524651,21:25:39.011369,2021-05-26
61.28,24.29,4,1001.80,12586787,21:25:39.309770,2021-05-26
55.14,24.23,5,1001.34,8985751,21:25:39.611521,2021-05-26
59.38,24.10,0,1002.16,12946861,21:25:41.258445,2021-05-26
55.05,24.76,1,1001.65,3570953,21:25:41.379659,2021-05-26
58.71,23.95,2,1002.13,4333064,21:25:41.498665,2021-05-26
59.03,24.35,3,1002.12,6540574,21:25:41.617415,2021-05-26
61.28,24.29,4,1001.81,12586787,21:25:41.738190,2021-05-26
55.15,24.23,5,1001.31,9000840,21:25:41.859044,2021-05-26
59.38,24.11,0,1002.15,12946861,21:25:41.983568,2021-05-26
55.05,24.77,1,1001.62,3573334,21:25:42.105494,2021-05-26
58.71,23.96,2,1002.13,4319098,21:25:42.224654,2021-05-26
59.03,24.36,3,1002.13,6548565,21:25:42.343947,2021-05-26
61.28,24.30,4,1001.82,12586787,21:25:42.464951,2021-05-26
55.15,24.24,5,1001.32,9015980,21:25:42.585490,2021-05-26
59.37,24.11,0,1002.14,12946861,21:25:42.709446,2021-05-26
55.05,24.77,1,1001.64,3573334,21:25:42.831918,2021-05-26
58.72,23.97,2,1002.15,4312149,21:25:42.950968,2021-05-26
59.02,24.37,3,1002.14,6520682,21:25:43.071982,2021-05-26
61.28,24.31,4,1001.79,12586787,21:25:43.192890,2021-05-26
55.16,24.25,5,1001.30,9015980,21:25:43.313415,2021-05-26
59.38,24.11,0,1002.15,12946861,21:25:43.438173,2021-05-26
55.05,24.77,1,1001.65,3570953,21:25:43.559195,2021-05-26
58.72,23.96,2,1002.12,4326070,21:25:43.678191,2021-05-26
59.01,24.37,3,1002.11,6532603,21:25:43.797342,2021-05-26
61.26,24.31,4,1001.79,12586787,21:25:43.918404,2021-05-26
55.17,24.24,5,1001.31,9023570,21:25:44.039007,2021-05-26
59.36,24.11,0,1002.15,12946861,21:25:44.163382,2021-05-26
55.04,24.77,1,1001.65,3563830,21:25:44.283232,2021-05-26
58.70,23.97,2,1002.13,4326070,21:25:44.402170,2021-05-26
59.00,24.37,3,1002.12,6528624,21:25:44.521054,2021-05-26
61.27,24.31,4,1001.78,12586787,21:25:44.641900,2021-05-26
55.16,24.25,5,1001.30,9008404,21:25:44.762300,2021-05-26
59.34,24.10,0,1002.16,12946861,21:25:46.163166,2021-05-26
55.02,24.76,1,1001.65,3575718,21:25:46.287087,2021-05-26
58.66,23.95,2,1002.14,4329564,21:25:46.408491,2021-05-26
58.97,24.36,3,1002.10,6532603,21:25:46.530430,2021-05-26
61.22,24.29,4,1001.77,12586787,21:25:46.655649,2021-05-26
55.14,24.24,5,1001.30,9000840,21:25:46.778932,2021-05-26
59.31,24.11,0,1002.13,12946861,21:25:46.908102,2021-05-26
54.98,24.76,1,1001.65,3570953,21:25:47.030566,2021-05-26
58.63,23.96,2,1002.16,4340081,21:25:47.153729,2021-05-26
58.96,24.37,3,1002.10,6556575,21:25:47.276718,2021-05-26
61.20,24.30,4,1001.79,12586787,21:25:47.402445,2021-05-26
55.12,24.25,5,1001.33,9023570,21:25:47.525981,2021-05-26
59.31,24.11,0,1002.16,12946861,21:25:47.654350,2021-05-26
54.97,24.75,1,1001.63,3570953,21:25:47.779949,2021-05-26
58.59,23.96,2,1002.14,4354184,21:25:47.902307,2021-05-26
58.95,24.37,3,1002.11,6532603,21:25:48.025157,2021-05-26
61.18,24.30,4,1001.80,12586787,21:25:48.150200,2021-05-26
55.12,24.25,5,1001.30,9031172,21:25:48.273201,2021-05-26
59.28,24.10,0,1002.14,12946861,21:25:48.402830,2021-05-26
54.94,24.74,1,1001.65,3566201,21:25:48.526089,2021-05-26
58.55,23.95,2,1002.12,4336570,21:25:48.647648,2021-05-26
58.94,24.36,3,1002.09,6536586,21:25:48.769316,2021-05-26
61.15,24.29,4,1001.78,12586787,21:25:48.893329,2021-05-26
55.08,24.24,5,1001.30,9031172,21:25:49.018556,2021-05-26
59.25,24.09,0,1002.17,12946861,21:25:49.147889,2021-05-26
54.89,24.74,1,1001.64,3568576,21:25:49.273252,2021-05-26
58.52,23.95,2,1002.13,4357724,21:25:49.395147,2021-05-26
58.90,24.36,3,1002.12,6552568,21:25:49.518152,2021-05-26
61.10,24.28,4,1001.80,12586787,21:25:49.643379,2021-05-26
55.05,24.23,5,1001.32,9046414,21:25:49.767734,2021-05-26
59.23,24.07,0,1002.16,12946861,21:25:49.898556,2021-05-26
54.86,24.74,1,1001.65,3566201,21:25:50.023511,2021-05-26
58.47,23.94,2,1002.12,4350650,21:25:50.146424,2021-05-26
58.85,24.35,3,1002.05,6548565,21:25:50.270008,2021-05-26
61.05,24.27,4,1001.81,12586787,21:25:50.393429,2021-05-26
55.02,24.22,5,1001.33,9054055,21:25:50.518223,2021-05-26
59.13,24.04,0,1002.14,12946861,21:25:51.774823,2021-05-26
54.77,24.73,1,1001.65,3582888,21:25:51.899542,2021-05-26
58.35,23.92,2,1002.14,4347121,21:25:52.023388,2021-05-26
58.78,24.33,3,1002.07,6552568,21:25:52.145399,2021-05-26
60.96,24.23,4,1001.80,12586787,21:25:52.270559,2021-05-26
54.93,24.22,5,1001.34,9061708,21:25:52.394022,2021-05-26
59.11,24.05,0,1002.16,12946861,21:25:52.524001,2021-05-26
54.76,24.73,1,1001.64,3590088,21:25:52.646360,2021-05-26
58.33,23.93,2,1002.15,4350650,21:25:52.769123,2021-05-26
58.77,24.33,3,1002.08,6556575,21:25:52.891918,2021-05-26
60.95,24.24,4,1001.81,12586787,21:25:53.017669,2021-05-26
