58.46,21:52:43.521231,2021-05-26,12946861,24.14,1002.59,0
54.24,21:52:43.822838,2021-05-26,4008976,24.72,1002.05,1
57.80,21:52:44.121030,2021-05-26,5458249,23.95,1002.53,2
58.07,21:52:44.421904,2021-05-26,8603532,24.33,1002.46,3
60.32,21:52:44.721999,2021-05-26,12586787,24.35,1002.19,4
54.47,21:52:45.023041,2021-05-26,12946861,24.20,1001.71,5
58.45,21:52:46.251841,2021-05-26,12946861,24.16,1002.60,0
54.25,21:52:46.356653,2021-05-26,4008976,24.73,1002.03,1
57.79,21:52:46.474087,2021-05-26,5463813,23.96,1002.53,2
58.04,21:52:46.593505,2021-05-26,8617364,24.34,1002.43,3
60.27,21:52:46.715409,2021-05-26,12586787,24.36,1002.17,4
54.44,21:52:46.836271,2021-05-26,12946861,24.21,1001.69,5
58.42,21:52:46.961412,2021-05-26,12946861,24.17,1002.54,0
54.26,21:52:47.083026,2021-05-26,4002988,24.73,1002.03,1
57.78,21:52:47.202629,2021-05-26,5474975,23.97,1002.52,2
58.03,21:52:47.322005,2021-05-26,8589744,24.35,1002.44,3
60.26,21:52:47.442928,2021-05-26,12586787,24.36,1002.18,4
54.43,21:52:47.564239,2021-05-26,12946861,24.22,1001.70,5
58.40,21:52:47.688428,2021-05-26,12946861,24.17,1002.57,0
54.26,21:52:47.809204,2021-05-26,4000000,24.74,1002.02,1
57.77,21:52:47.928584,2021-05-26,5474975,23.97,1002.51,2
58.03,21:52:48.047948,2021-05-26,8596632,24.36,1002.46,3
60.25,21:52:48.169224,2021-05-26,12586787,24.37,1002.18,4
54.42,21:52:48.290092,2021-05-26,12946861,24.22,1001.69,5
58.39,21:52:48.420865,2021-05-26,12946861,24.17,1002.57,0
54.25,21:52:48.542170,2021-05-26,4014982,24.74,1002.03,1
57.75,21:52:48.661981,2021-05-26,5441625,23.97,1002.54,2
58.03,21:52:48.781231,2021-05-26,8603532,24.36,1002.46,3
60.23,21:52:48.902923,2021-05-26,12586787,24.37,1002.19,4
54.42,21:52:49.024447,2021-05-26,12946861,24.23,1001.68,5
