1007.20,0,1368744,23:40:21.959500,2021-05-25,20.25,54.95
1006.58,1,8127370,23:40:25.279916,2021-05-25,20.58,51.48
1006.93,2,802396,23:40:28.581463,2021-05-25,21.36,49.90
1007.01,3,849177,23:40:31.889340,2021-05-25,19.08,57.48
1006.83,4,12586787,23:40:35.200163,2021-05-25,20.40,56.75
1006.24,5,10613862,23:40:38.516775,2021-05-25,20.44,50.42
1007.25,0,1365954,23:40:43.775521,2021-05-25,20.24,54.91
1006.58,1,8176965,23:40:46.895540,2021-05-25,20.58,51.42
1006.93,2,801916,23:40:50.014175,2021-05-25,21.26,50.12
1007.02,3,846494,23:40:53.132750,2021-05-25,19.08,57.54
1006.86,4,12586787,23:40:56.254825,2021-05-25,20.40,56.69
1006.26,5,10603364,23:40:59.374917,2021-05-25,20.43,50.42
1007.20,0,1364563,23:41:03.496334,2021-05-25,20.26,54.94
1006.56,1,8121213,23:41:06.616555,2021-05-25,20.58,51.45
1006.96,2,803358,23:41:09.735282,2021-05-25,21.17,50.31
1007.07,3,847030,23:41:12.854251,2021-05-25,19.11,57.32
1006.84,4,12586787,23:41:15.973947,2021-05-25,20.39,56.67
1006.27,5,10603364,23:41:19.093749,2021-05-25,20.43,50.40
1007.27,0,1360407,23:41:23.229370,2021-05-25,20.25,54.89
1006.59,1,8127370,23:41:26.349220,2021-05-25,20.56,51.44
1006.89,2,807716,23:41:29.468038,2021-05-25,21.11,50.51
1007.01,3,845960,23:41:32.586618,2021-05-25,19.12,57.41
1006.82,4,12586787,23:41:35.706469,2021-05-25,20.38,56.70
1006.22,5,10645482,23:41:38.826412,2021-05-25,20.42,50.43
1007.24,0,1364563,23:41:42.948366,2021-05-25,20.24,54.94
1006.58,1,8102797,23:41:46.068468,2021-05-25,20.55,51.46
1006.98,2,807716,23:41:49.186729,2021-05-25,21.09,50.60
1007.02,3,847565,23:41:52.305895,2021-05-25,19.12,57.60
1006.87,4,12586787,23:41:55.429050,2021-05-25,20.38,56.72
1006.24,5,10592886,23:41:58.548981,2021-05-25,20.44,50.46
1007.26,0,1361789,23:42:02.671808,2021-05-25,20.28,55.00
1006.60,1,8121213,23:42:05.791523,2021-05-25,20.57,51.53
1006.98,2,807716,23:42:08.909933,2021-05-25,21.03,50.72
1007.06,3,849715,23:42:12.028390,2021-05-25,19.12,57.68
1006.91,4,12586787,23:42:15.148394,2021-05-25,20.38,56.72
1006.23,5,10603364,23:42:18.268909,2021-05-25,20.44,50.42
1007.21,0,1361789,23:42:22.392127,2021-05-25,20.27,54.95
1006.57,1,8115065,23:42:25.511850,2021-05-25,20.56,51.48
1007.00,2,810158,23:42:28.630141,2021-05-25,20.94,50.87
1007.05,3,847565,23:42:31.748632,2021-05-25,19.13,57.69
1006.91,4,12586787,23:42:34.869445,2021-05-25,20.38,56.71
1006.22,5,10592886,23:42:37.990238,2021-05-25,20.43,50.45
1007.27,0,1367347,23:42:42.112007,2021-05-25,20.25,54.92
