1006.62,1,8102797,23:42:45.231676,2021-05-25,20.56,51.48
1006.94,2,813601,23:42:48.349994,2021-05-25,20.85,51.12
1007.03,3,847030,23:42:51.468631,2021-05-25,19.13,57.68
1006.82,4,12586787,23:42:54.588554,2021-05-25,20.38,56.72
1006.23,5,10592886,23:42:57.708615,2021-05-25,20.43,50.41
1007.20,0,1361789,23:43:01.829919,2021-05-25,20.27,54.95
1006.58,1,8108926,23:43:04.949764,2021-05-25,20.57,51.49
1006.98,2,810648,23:43:08.068369,2021-05-25,20.81,51.24
1007.08,3,845426,23:43:11.186813,2021-05-25,19.12,57.72
1006.88,4,12586787,23:43:14.306971,2021-05-25,20.40,56.71
1006.22,5,10624381,23:43:17.426849,2021-05-25,20.44,50.44
1007.25,0,1361789,23:43:21.548657,2021-05-25,20.28,54.91
1006.65,1,8108926,23:43:24.668566,2021-05-25,20.58,51.48
1007.02,2,814590,23:43:27.786597,2021-05-25,20.77,51.36
1007.08,3,845960,23:43:30.905372,2021-05-25,19.13,57.73
1006.87,4,12586787,23:43:34.024979,2021-05-25,20.39,56.66
1006.25,5,10603364,23:43:37.142426,2021-05-25,20.44,50.43
1007.23,0,1360407,23:43:41.263645,2021-05-25,20.28,54.93
1006.61,1,8084465,23:43:44.383445,2021-05-25,20.58,51.45
1006.95,2,815086,23:43:47.501827,2021-05-25,20.75,51.46
1007.04,3,847565,23:43:50.620143,2021-05-25,19.12,57.75
1006.84,4,12586787,23:43:53.739978,2021-05-25,20.40,56.69
1006.22,5,10592886,23:43:56.860499,2021-05-25,20.45,50.42
1007.22,0,1359027,23:44:00.981895,2021-05-25,20.29,54.91
1006.56,1,8096677,23:44:04.101095,2021-05-25,20.58,51.48
1006.99,2,814590,23:44:07.219384,2021-05-25,20.74,51.53
1007.10,3,845960,23:44:10.338172,2021-05-25,19.11,57.75
1006.93,4,12586787,23:44:13.458495,2021-05-25,20.39,56.70
1006.32,5,10624381,23:44:16.578631,2021-05-25,20.46,50.43
1007.26,0,1356276,23:44:20.700072,2021-05-25,20.30,55.00
1006.68,1,8096677,23:44:23.820816,2021-05-25,20.59,51.51
1007.02,2,815086,23:44:26.939789,2021-05-25,20.72,51.61
1007.06,3,846494,23:44:30.058406,2021-05-25,19.12,57.78
1006.92,4,12586787,23:44:33.178243,2021-05-25,20.41,56.72
1006.28,5,10582429,23:44:36.298012,2021-05-25,20.46,50.43
1007.25,0,1359027,23:44:40.419996,2021-05-25,20.32,54.94
1006.61,1,8102797,23:44:43.539791,2021-05-25,20.59,51.47
1007.02,2,815086,23:44:46.658509,2021-05-25,20.70,51.67
1007.06,3,847030,23:44:49.776928,2021-05-25,19.12,57.77
1006.85,4,12586787,23:44:52.896856,2021-05-25,20.42,56.69
1006.21,5,10603364,23:44:56.016802,2021-05-25,20.45,50.47
1007.21,0,1356276,23:45:00.138607,2021-05-25,20.31,54.91
1006.60,1,8072290,23:45:03.258620,2021-05-25,20.58,51.48
1007.00,2,814590,23:45:06.376974,2021-05-25,20.69,51.69
1007.06,3,849177,23:45:09.495566,2021-05-25,19.12,57.76
1006.93,4,12586787,23:45:12.615556,2021-05-25,20.41,56.67
1006.27,5,10592886,23:45:15.735378,2021-05-25,20.44,50.44
1007.26,0,1365954,23:45:19.856690,2021-05-25,20.29,54.88
1006.57,1,8102797,23:45:22.976781,2021-05-25,20.57,51.46
1006.99,2,814590,23:45:26.095473,2021-05-25,20.69,51.70
1007.08,3,847565,23:45:29.215531,2021-05-25,19.11,57.74
1006.91,4,12586787,23:45:32.335316,2021-05-25,20.39,56.64
1006.27,5,10571993,23:45:35.455371,2021-05-25,20.43,50.47
1007.27,0,1363174,23:45:40.828136,2021-05-25,20.27,54.91
1006.61,1,8078373,23:45:43.948207,2021-05-25,20.56,51.49
1006.98,2,818071,23:45:47.066434,2021-05-25,20.67,51.71
1007.08,3,847030,23:45:50.184876,2021-05-25,19.11,57.74
1006.85,4,12586787,23:45:53.304617,2021-05-25,20.39,56.65
1006.22,5,10592886,23:45:56.424193,2021-05-25,20.42,50.43
1007.25,0,1361789,23:46:01.716285,2021-05-25,20.22,54.88
1006.65,1,8096677,23:46:04.836477,2021-05-25,20.55,51.46
1007.05,2,815582,23:46:07.955332,2021-05-25,20.64,51.74
1007.09,3,847030,23:46:11.073606,2021-05-25,19.11,57.75
1006.81,4,12586787,23:46:14.193454,2021-05-25,20.37,56.65
1006.21,5,10613862,23:46:17.313286,2021-05-25,20.41,50.46
1007.26,0,1361789,23:46:22.526106,2021-05-25,20.26,54.98
1006.61,1,8078373,23:46:25.646048,2021-05-25,20.55,51.49
1007.00,2,817074,23:46:28.764406,2021-05-25,20.64,51.80
1007.08,3,845426,23:46:31.883739,2021-05-25,19.11,57.74
1006.88,4,12586787,23:46:35.004971,2021-05-25,20.37,56.71
1006.24,5,10592886,23:46:38.124923,2021-05-25,20.41,50.50
1007.26,0,1360407,23:46:43.209602,2021-05-25,20.26,55.01
1006.63,1,8029963,23:46:46.329930,2021-05-25,20.56,51.55
1007.02,2,818071,23:46:49.448567,2021-05-25,20.61,51.89
1007.08,3,847565,23:46:52.566997,2021-05-25,19.11,57.76
1006.85,4,12586787,23:46:55.686739,2021-05-25,20.37,56.75
1006.18,5,10561577,23:46:58.806812,2021-05-25,20.43,50.51
1007.22,0,1359027,23:47:04.001104,2021-05-25,20.25,55.01
1006.59,1,8048049,23:47:07.121974,2021-05-25,20.56,51.53
1006.99,2,818071,23:47:10.240374,2021-05-25,20.60,51.93
1007.09,3,847565,23:47:13.358878,2021-05-25,19.11,57.78
1006.90,4,12586787,23:47:16.478647,2021-05-25,20.37,56.73
1006.22,5,10561577,23:47:19.598589,2021-05-25,20.43,50.47
1007.27,0,1364563,23:47:24.810675,2021-05-25,20.27,55.01
1006.63,1,8023953,23:47:27.932444,2021-05-25,20.57,51.51
1007.01,2,818571,23:47:31.050936,2021-05-25,20.59,51.97
1007.08,3,845426,23:47:34.169513,2021-05-25,19.11,57.80
1006.85,4,12586787,23:47:37.290595,2021-05-25,20.39,56.73
1006.18,5,10530452,23:47:40.414407,2021-05-25,20.43,50.49
1007.19,0,1357650,23:47:45.567378,2021-05-25,20.26,55.00
1006.52,1,8029963,23:47:48.687623,2021-05-25,20.58,51.52
1006.92,2,819572,23:47:51.806053,2021-05-25,20.56,52.03
1007.03,3,844361,23:47:54.924663,2021-05-25,19.11,57.76
1006.81,4,12586787,23:47:58.044589,2021-05-25,20.39,56.75
1006.22,5,10551182,23:48:01.164410,2021-05-25,20.44,50.51
1007.18,0,1350807,23:48:06.301377,2021-05-25,20.27,55.01
1006.58,1,8042011,23:48:09.421603,2021-05-25,20.58,51.53
1006.97,2,819071,23:48:12.539616,2021-05-25,20.56,52.09
1007.07,3,844893,23:48:15.658286,2021-05-25,19.11,57.71
1006.89,4,12586787,23:48:18.778169,2021-05-25,20.39,56.77
1006.27,5,10561577,23:48:21.901279,2021-05-25,20.45,50.50
1007.25,0,1356276,23:48:27.045390,2021-05-25,20.27,54.97
1006.59,1,8035983,23:48:30.165375,2021-05-25,20.57,51.49
1006.97,2,817572,23:48:33.283702,2021-05-25,20.58,52.06
1007.05,3,844893,23:48:36.402876,2021-05-25,19.11,57.73
1006.84,4,12586787,23:48:39.522464,2021-05-25,20.38,56.70
1006.23,5,10561577,23:48:42.642374,2021-05-25,20.43,50.44
1007.23,0,1363174,23:48:47.790176,2021-05-25,20.25,54.94
1006.60,1,8048049,23:48:50.910034,2021-05-25,20.55,51.44
1006.98,2,818571,23:48:54.028654,2021-05-25,20.57,52.00
1007.01,3,845426,23:48:57.147051,2021-05-25,19.11,57.73
1006.85,4,12586787,23:49:00.266879,2021-05-25,20.36,56.72
1006.22,5,10551182,23:49:03.387042,2021-05-25,20.42,50.46
1007.18,0,1359027,23:49:08.542867,2021-05-25,20.26,55.00
1006.56,1,8035983,23:49:11.662940,2021-05-25,20.56,51.54
1006.97,2,818571,23:49:14.781554,2021-05-25,20.57,52.04
1007.02,3,844893,23:49:17.899899,2021-05-25,19.12,57.76
1006.83,4,12586787,23:49:21.019670,2021-05-25,20.38,56.79
1006.27,5,10540807,23:49:24.139631,2021-05-25,20.42,50.49
1007.25,0,1361789,23:49:29.489011,2021-05-25,20.26,54.97
1006.57,1,8023953,23:49:32.609001,2021-05-25,20.55,51.51
1006.95,2,819071,23:49:35.727662,2021-05-25,20.60,52.02
1007.04,3,844893,23:49:38.846164,2021-05-25,19.12,57.74
1006.82,4,12586787,23:49:41.951395,2021-05-25,20.37,56.75
1006.21,5,10530452,23:49:45.071039,2021-05-25,20.42,50.52
