12946861,24.61,65.33,2021-05-26,20:54:14.165091,1001.61,0
3094689,25.13,61.11,2021-05-26,20:54:14.885495,1001.14,1
2909881,24.44,65.05,2021-05-26,20:54:15.605651,1001.61,2
3787986,24.77,65.56,2021-05-26,20:54:16.308475,1001.57,3
12586787,24.78,67.38,2021-05-26,20:54:17.030346,1001.21,4
6272675,24.72,61.10,2021-05-26,20:54:17.740933,1000.74,5
12946861,24.62,65.31,2021-05-26,20:54:19.341102,1001.58,0
3096477,25.13,61.10,2021-05-26,20:54:19.860104,1001.15,1
2913044,24.45,65.02,2021-05-26,20:54:20.377425,1001.60,2
3804117,24.77,65.53,2021-05-26,20:54:20.894985,1001.56,3
12586787,24.78,67.34,2021-05-26,20:54:21.414189,1001.22,4
6291080,24.73,61.09,2021-05-26,20:54:21.932372,1000.78,5
12946861,24.62,65.29,2021-05-26,20:54:22.454842,1001.59,0
3092903,25.14,61.09,2021-05-26,20:54:22.975062,1001.14,1
2916214,24.45,64.99,2021-05-26,20:54:23.495037,1001.61,2
3823110,24.78,65.51,2021-05-26,20:54:24.012584,1001.56,3
12586787,24.79,67.33,2021-05-26,20:54:24.531981,1001.18,4
6298473,24.73,61.03,2021-05-26,20:54:25.051467,1000.75,5
12946861,24.63,65.25,2021-05-26,20:54:25.580521,1001.60,0
3089338,25.16,61.10,2021-05-26,20:54:26.100233,1001.10,1
2919391,24.46,64.96,2021-05-26,20:54:26.617505,1001.58,2
3806819,24.78,65.47,2021-05-26,20:54:27.134866,1001.53,3
12586787,24.80,67.30,2021-05-26,20:54:27.654163,1001.18,4
6294774,24.74,61.05,2021-05-26,20:54:28.172312,1000.75,5
12946861,24.62,65.26,2021-05-26,20:54:28.694952,1001.58,0
3098266,25.17,61.10,2021-05-26,20:54:29.214266,1001.11,1
2913044,24.45,64.95,2021-05-26,20:54:29.731882,1001.59,2
3812234,24.78,65.46,2021-05-26,20:54:30.248993,1001.57,3
12586787,24.79,67.29,2021-05-26,20:54:30.768737,1001.21,4
6283705,24.74,61.03,2021-05-26,20:54:31.288454,1000.73,5
12946861,24.63,65.24,2021-05-26,20:54:31.809971,1001.59,0
3089338,25.17,61.10,2021-05-26,20:54:32.329524,1001.13,1
2928962,24.46,64.95,2021-05-26,20:54:32.846709,1001.58,2
3814947,24.79,65.47,2021-05-26,20:54:33.364418,1001.57,3
12586787,24.80,67.30,2021-05-26,20:54:33.883377,1001.22,4
6283705,24.75,61.01,2021-05-26,20:54:34.402393,1000.77,5
12946861,24.64,65.26,2021-05-26,20:54:35.939832,1001.57,0
3085781,25.19,61.10,2021-05-26,20:54:36.461390,1001.14,1
2919391,24.46,64.95,2021-05-26,20:54:36.978802,1001.56,2
3817664,24.79,65.44,2021-05-26,20:54:37.495424,1001.59,3
12586787,24.80,67.30,2021-05-26,20:54:38.014658,1001.23,4
6294774,24.75,61.02,2021-05-26,20:54:38.533555,1000.77,5
12946861,24.65,65.22,2021-05-26,20:54:39.055108,1001.63,0
3092903,25.20,61.10,2021-05-26,20:54:39.574128,1001.18,1
2935378,24.48,64.96,2021-05-26,20:54:40.094282,1001.63,2
3814947,24.80,65.45,2021-05-26,20:54:40.611852,1001.59,3
12586787,24.81,67.26,2021-05-26,20:54:41.130994,1001.25,4
6309594,24.76,61.00,2021-05-26,20:54:41.651795,1000.75,5
12946861,24.66,65.22,2021-05-26,20:54:42.173353,1001.63,0
3096477,25.21,61.11,2021-05-26,20:54:42.692905,1001.16,1
2922574,24.48,64.96,2021-05-26,20:54:43.210273,1001.58,2
3825839,24.80,65.44,2021-05-26,20:54:43.727710,1001.60,3
12586787,24.82,67.26,2021-05-26,20:54:44.247009,1001.22,4
6302176,24.76,60.99,2021-05-26,20:54:44.767055,1000.76,5
12946861,24.67,65.20,2021-05-26,20:54:45.288413,1001.64,0
3091119,25.22,61.09,2021-05-26,20:54:45.807257,1001.16,1
2945055,24.48,64.94,2021-05-26,20:54:46.324847,1001.57,2
3836794,24.81,65.41,2021-05-26,20:54:46.842146,1001.59,3
12586787,24.82,67.25,2021-05-26,20:54:47.361116,1001.21,4
6313310,24.76,60.99,2021-05-26,20:54:47.880185,1000.73,5
12946861,24.67,65.19,2021-05-26,20:54:48.402025,1001.62,0
3094689,25.23,61.07,2021-05-26,20:54:48.921134,1001.16,1
2935378,24.48,64.92,2021-05-26,20:54:49.438942,1001.61,2
3823110,24.80,65.42,2021-05-26,20:54:49.956560,1001.58,3
12586787,24.82,67.22,2021-05-26,20:54:50.475602,1001.24,4
6298473,24.76,60.99,2021-05-26,20:54:50.994903,1000.78,5
12946861,24.63,65.17,2021-05-26,20:54:51.521988,1001.61,0
