1007.17,20.28,1352170,2021-05-25,54.95,23:58:19.640085,0
1006.52,20.57,7928995,2021-05-25,51.51,23:58:21.383498,1
1006.93,20.63,817074,2021-05-25,51.95,23:58:23.124245,2
1006.97,19.13,842238,2021-05-25,57.69,23:58:24.865642,3
1006.80,20.38,12586787,2021-05-25,56.76,23:58:26.598627,4
1006.14,20.42,10448344,2021-05-25,50.51,23:58:28.327087,5
1007.09,20.28,1353536,2021-05-25,54.97,23:58:33.100463,0
1006.41,20.57,7917283,2021-05-25,51.49,23:58:34.620494,1
1006.84,20.62,816576,2021-05-25,51.98,23:58:36.138852,2
1006.95,19.14,842238,2021-05-25,57.63,23:58:37.657066,3
1006.76,20.38,12586787,2021-05-25,56.74,23:58:39.176929,4
1006.08,20.43,10417882,2021-05-25,50.53,23:58:40.696814,5
1007.11,20.29,1346734,2021-05-25,54.97,23:58:44.205514,0
1006.49,20.58,7905605,2021-05-25,51.52,23:58:45.725173,1
1006.92,20.61,816576,2021-05-25,51.97,23:58:47.243363,2
1006.98,19.14,842238,2021-05-25,57.64,23:58:48.761760,3
1006.82,20.39,12586787,2021-05-25,56.76,23:58:50.281372,4
1006.17,20.44,10448344,2021-05-25,50.50,23:58:51.800999,5
1007.14,20.29,1346734,2021-05-25,54.93,23:58:55.310166,0
1006.46,20.58,7899779,2021-05-25,51.51,23:58:56.829935,1
1006.90,20.61,819071,2021-05-25,51.97,23:58:58.348481,2
1006.93,19.14,842238,2021-05-25,57.65,23:58:59.867407,3
1006.77,20.40,12586787,2021-05-25,56.74,23:59:01.386926,4
1006.11,20.44,10458537,2021-05-25,50.45,23:59:02.906791,5
1007.13,20.28,1341342,2021-05-25,54.90,23:59:08.054240,0
1006.51,20.58,7899779,2021-05-25,51.46,23:59:09.574534,1
1006.94,20.61,818571,2021-05-25,51.99,23:59:11.093043,2
1006.98,19.14,844361,2021-05-25,57.65,23:59:12.611672,3
1006.81,20.40,12586787,2021-05-25,56.75,23:59:14.131417,4
1006.18,20.44,10438170,2021-05-25,50.47,23:59:15.651025,5
1007.15,20.30,1352170,2021-05-25,54.96,23:59:20.819681,0
1006.48,20.59,7888154,2021-05-25,51.48,23:59:22.339601,1
1006.92,20.61,815086,2021-05-25,52.00,23:59:23.858286,2
1006.96,19.14,841709,2021-05-25,57.65,23:59:25.376624,3
1006.81,20.42,12586787,2021-05-25,56.75,23:59:26.896616,4
1006.16,20.45,10438170,2021-05-25,50.48,23:59:28.416348,5
1007.17,20.29,1349447,2021-05-25,54.96,23:59:33.205321,0
1006.53,20.59,7882353,2021-05-25,51.48,23:59:34.725225,1
1006.93,20.61,819071,2021-05-25,52.04,23:59:36.243438,2
1006.97,19.14,841181,2021-05-25,57.66,23:59:37.762923,3
1006.79,20.40,12586787,2021-05-25,56.73,23:59:39.282626,4
1006.16,20.44,10428016,2021-05-25,50.46,23:59:40.802412,5
1007.13,20.27,1349447,2021-05-25,54.93,23:59:44.770918,0
1006.47,20.58,7893962,2021-05-25,51.48,23:59:46.294779,1
1006.87,20.61,817572,2021-05-25,52.01,23:59:47.813317,2
1006.91,19.14,840126,2021-05-25,57.68,23:59:49.332524,3
1006.74,20.40,12586787,2021-05-25,56.71,23:59:50.852076,4
1006.10,20.45,10428016,2021-05-25,50.48,23:59:52.371931,5
1007.11,20.29,1342686,2021-05-25,54.98,23:59:55.962533,0
1006.43,20.59,7888154,2021-05-25,51.49,23:59:57.482324,1
1006.87,20.60,817572,2021-05-25,52.03,23:59:59.000768,2
1006.94,19.14,841181,2021-05-26,57.69,00:00:00.519140,3
1006.77,20.41,12586787,2021-05-26,56.75,00:00:02.038748,4
1006.13,20.46,10438170,2021-05-26,50.48,00:00:03.558572,5
1007.12,20.32,1342686,2021-05-26,55.00,00:00:08.596653,0
1006.48,20.60,7859238,2021-05-26,51.52,00:00:10.116825,1
1006.93,20.60,816078,2021-05-26,52.10,00:00:11.635182,2
1006.98,19.13,842238,2021-05-26,57.69,00:00:13.153450,3
1006.77,20.42,12586787,2021-05-26,56.75,00:00:14.673063,4
1006.11,20.47,10417882,2021-05-26,50.55,00:00:16.192874,5
1007.04,20.33,1344033,2021-05-26,54.98,00:00:19.746608,0
1006.42,20.61,7841990,2021-05-26,51.54,00:00:21.266678,1
1006.87,20.60,819071,2021-05-26,52.10,00:00:22.785137,2
1006.91,19.13,840126,2021-05-26,57.63,00:00:24.303337,3
1006.76,20.43,12586787,2021-05-26,56.77,00:00:25.823061,4
1006.14,20.48,10438170,2021-05-26,50.53,00:00:27.342683,5
1007.14,20.33,1344033,2021-05-26,54.95,00:00:30.988647,0
1006.51,20.62,7917283,2021-05-26,51.52,00:00:32.508505,1
1006.94,20.60,819572,2021-05-26,52.11,00:00:34.026638,2
1006.97,19.13,842238,2021-05-26,57.63,00:00:35.546567,3
1006.82,20.43,12586787,2021-05-26,56.74,00:00:37.068448,4
1006.16,20.48,10438170,2021-05-26,50.49,00:00:38.588565,5
1007.11,20.33,1344033,2021-05-26,54.92,00:00:42.902391,0
1006.46,20.62,7865004,2021-05-26,51.49,00:00:44.422338,1
1006.90,20.58,820576,2021-05-26,52.11,00:00:45.940553,2
1006.94,19.14,843298,2021-05-26,57.66,00:00:47.459166,3
1006.76,20.43,12586787,2021-05-26,56.71,00:00:48.978980,4
1006.11,20.47,10428016,2021-05-26,50.46,00:00:50.499122,5
1007.11,20.31,1353536,2021-05-26,54.90,00:00:54.823559,0
1006.45,20.61,7882353,2021-05-26,51.47,00:00:56.343496,1
1006.90,20.58,817572,2021-05-26,52.12,00:00:57.862190,2
1006.94,19.14,841181,2021-05-26,57.65,00:00:59.380602,3
1006.79,20.43,12586787,2021-05-26,56.70,00:01:00.900744,4
1006.14,20.45,10417882,2021-05-26,50.45,00:01:02.420467,5
1007.16,20.30,1345382,2021-05-26,54.91,00:01:06.984989,0
1006.53,20.60,7893962,2021-05-26,51.46,00:01:08.505283,1
1006.97,20.59,819572,2021-05-26,52.14,00:01:10.023649,2
1006.96,19.14,841181,2021-05-26,57.63,00:01:11.542001,3
1006.77,20.41,12586787,2021-05-26,56.67,00:01:13.061528,4
1006.15,20.45,10407768,2021-05-26,50.46,00:01:14.581281,5
1007.16,20.30,1344033,2021-05-26,54.90,00:01:18.483600,0
1006.49,20.59,7870779,2021-05-26,51.45,00:01:20.003310,1
1006.94,20.59,821079,2021-05-26,52.10,00:01:21.521703,2
1006.96,19.14,841181,2021-05-26,57.59,00:01:23.040245,3
1006.76,20.41,12586787,2021-05-26,56.67,00:01:24.559922,4
1006.15,20.45,10387597,2021-05-26,50.44,00:01:26.079883,5
1007.11,20.29,1349447,2021-05-26,54.89,00:01:29.720026,0
1006.48,20.60,7859238,2021-05-26,51.43,00:01:31.239245,1
1006.88,20.59,818071,2021-05-26,52.08,00:01:32.756738,2
1006.94,19.14,841709,2021-05-26,57.63,00:01:34.275314,3
1006.76,20.41,12586787,2021-05-26,56.68,00:01:35.795150,4
1006.13,20.45,10397673,2021-05-26,50.45,00:01:37.315163,5
1007.13,20.30,1348089,2021-05-26,54.94,00:01:41.910021,0
1006.47,20.60,7876562,2021-05-26,51.46,00:01:43.429917,1
1006.94,20.60,819071,2021-05-26,52.07,00:01:44.948934,2
1006.94,19.14,840126,2021-05-26,57.63,00:01:46.467746,3
1006.78,20.41,12586787,2021-05-26,56.70,00:01:47.987765,4
1006.16,20.46,10397673,2021-05-26,50.43,00:01:49.507786,5
1007.12,20.30,1349447,2021-05-26,54.90,00:01:54.140153,0
1006.48,20.59,7876562,2021-05-26,51.43,00:01:55.659978,1
1006.91,20.61,817572,2021-05-26,52.07,00:01:57.178460,2
1006.95,19.14,840653,2021-05-26,57.63,00:01:58.699587,3
1006.78,20.41,12586787,2021-05-26,56.66,00:02:00.219227,4
1006.16,20.45,10397673,2021-05-26,50.39,00:02:01.738846,5
1007.19,20.29,1349447,2021-05-26,54.85,00:02:07.692665,0
1006.54,20.59,7876562,2021-05-26,51.40,00:02:09.212463,1
1006.94,20.61,818571,2021-05-26,52.02,00:02:10.730820,2
1006.99,19.14,840126,2021-05-26,57.59,00:02:12.248773,3
1006.82,20.41,12586787,2021-05-26,56.66,00:02:13.768419,4
1006.18,20.44,10377542,2021-05-26,50.42,00:02:15.288380,5
