20.28,1356276,2021-05-25,23:50:29.571793,54.98,1007.15,0
20.57,8000000,2021-05-25,23:50:32.914588,51.55,1006.48,1
20.59,818071,2021-05-25,23:50:36.256367,52.01,1006.94,2
19.12,844361,2021-05-25,23:50:39.603386,57.73,1007.00,3
20.38,12586787,2021-05-25,23:50:42.941790,56.73,1006.85,4
20.42,10551182,2021-05-25,23:50:46.282948,50.41,1006.21,5
