66.43,25.02,20:20:29.445772,2021-05-26,0,1582989,1001.41
62.76,25.42,20:20:31.127892,2021-05-26,1,2762887,1000.95
65.85,24.94,20:20:32.844073,2021-05-26,2,1223745,1001.43
66.18,25.43,20:20:34.549817,2021-05-26,3,1000747,1001.39
68.50,25.41,20:20:36.262514,2021-05-26,4,12586787,1000.93
62.07,25.15,20:20:37.946172,2021-05-26,5,4515586,1000.53
