2021-05-25,20.32,0,1367347,54.95,1007.09,23:34:13.588883
2021-05-25,20.60,1,8214560,51.53,1006.46,23:34:16.921764
2021-05-25,19.08,3,849715,57.80,1006.94,23:34:23.487984
2021-05-25,20.44,4,12586787,56.72,1006.81,23:34:26.837424
2021-05-25,20.46,5,10677291,50.50,1006.17,23:34:30.177655
2021-05-25,20.32,0,1367347,54.96,1007.14,23:34:48.507206
2021-05-25,20.61,1,8208270,51.55,1006.49,23:34:51.629518
2021-05-25,19.07,3,848639,57.82,1006.93,23:34:57.764136
2021-05-25,20.44,4,12586787,56.74,1006.83,23:35:00.886856
2021-05-25,20.47,5,10666667,50.52,1006.18,23:35:04.009771
2021-05-25,20.32,0,1370144,54.96,1007.16,23:35:22.220967
2021-05-25,20.61,1,8201990,51.55,1006.55,23:35:25.342700
2021-05-25,19.07,3,849177,57.84,1006.97,23:35:31.475694
2021-05-25,20.44,4,12586787,56.72,1006.82,23:35:34.597343
2021-05-25,20.49,5,10666667,50.50,1006.15,23:35:37.719171
2021-05-25,20.31,0,1371546,54.93,1007.17,23:35:55.942212
2021-05-25,20.61,1,8189458,51.49,1006.51,23:35:59.064498
2021-05-25,19.07,3,849715,57.88,1006.96,23:36:05.204159
2021-05-25,20.44,4,12586787,56.70,1006.83,23:36:08.325943
2021-05-25,20.47,5,10677291,50.45,1006.17,23:36:11.447812
2021-05-25,20.31,0,1368744,54.84,1007.15,23:36:29.730405
2021-05-25,20.59,1,8183207,51.41,1006.51,23:36:32.851369
2021-05-25,19.06,3,849177,57.91,1006.98,23:36:38.984706
2021-05-25,20.41,4,12586787,56.66,1006.82,23:36:42.108412
2021-05-25,20.46,5,10645482,50.40,1006.21,23:36:45.230449
2021-05-25,20.26,0,1371546,54.93,1007.22,23:37:03.447665
2021-05-25,20.56,1,8189458,51.49,1006.61,23:37:06.568577
2021-05-25,19.07,3,849177,57.90,1006.98,23:37:12.701550
2021-05-25,20.37,4,12586787,56.69,1006.84,23:37:15.823972
2021-05-25,20.43,5,10645482,50.44,1006.17,23:37:18.945946
2021-05-25,20.27,0,1368744,55.02,1007.18,23:37:37.310075
2021-05-25,20.56,1,8164509,51.52,1006.59,23:37:40.432312
2021-05-25,19.07,3,849715,57.87,1007.02,23:37:46.563533
2021-05-25,20.36,4,12586787,56.75,1006.88,23:37:49.684395
2021-05-25,20.43,5,10666667,50.47,1006.20,23:37:52.804966
2021-05-25,20.23,0,1371546,54.99,1007.16,23:38:11.014857
2021-05-25,20.54,1,8164509,51.51,1006.55,23:38:14.137012
2021-05-25,19.07,3,847030,57.85,1007.02,23:38:20.265436
2021-05-25,20.35,4,12586787,56.79,1006.85,23:38:23.372529
2021-05-25,20.43,5,10613862,50.49,1006.19,23:38:26.493008
2021-05-25,20.23,0,1371546,55.01,1007.21,23:38:44.626279
2021-05-25,20.55,1,8201990,51.54,1006.56,23:38:47.748518
